_id,CHR
5796,10
5797,2
5798,10
5799,2
5800,11
5801,2
5802,11
5803,11
5804,11
5805,2
5806,11
5807,2
5808,11
5809,2
5810,2
5811,11
5812,2
5813,11
5814,11
5815,2
5816,11
5817,12
5818,3
5819,12
5820,3
5821,12
5822,3
5823,12
5824,3
5825,3
5826,Un
5827,3
5828,3
5829,Un
5830,3
5831,3
5832,3
5833,4
5834,4
5835,4
5836,4
5837,4
5838,5
5839,5
5840,5
5841,5
5842,5
5843,5
5844,5
5845,6
5846,6
5847,6
5848,6
5849,6
5850,6
5851,7
5852,7
5853,7
5854,7
5855,7
5856,7
5857,7
5858,7
5859,7
5860,7
5861,8
5862,8
5863,8
5864,8
5865,8
5866,8
5867,8
5868,8
5869,8
5870,1
5871,9
5872,1
5873,1
5874,9
5875,1
5876,1
5877,1
5878,9
5879,1
5880,9
5881,10
5882,10
5883,1
5884,1
5885,1
5886,1
5887,2
5888,10
5889,10
5890,2
5891,11
5892,2
5893,2
5894,2
5895,11
5896,11
5897,2
5898,11
5899,2
5900,2
5901,11
5902,3
5903,12
5904,3
5905,3
5906,12
5907,12
5908,12
5909,12
5910,3
5911,12
5912,12
5913,12
5914,3
5915,Un
5916,Un
5917,3
5918,4
5919,4
5920,4
5921,4
5922,4
5923,4
5924,4
5925,4
5926,4
5927,4
5928,5
5929,5
5930,5
5931,5
5932,5
5933,5
5934,5
5935,6
5936,6
5937,6
5938,6
5939,6
5940,7
5941,7
5942,7
5943,7
5944,7
5945,7
5946,8
5947,8
5948,8
5949,8
5950,8
5951,1
5952,9
5953,1
5954,1
5955,1
5956,9
5957,9
5958,9
5959,1
5960,1
5961,9
5962,1
5963,1
5964,10
5965,1
5966,10
5967,1
5968,10
5969,1
5970,10
5971,10
5972,2
5973,2
5974,2
5975,11
5976,2
5977,2
5978,11
5979,2
5980,12
5981,12
5982,12
5983,12
5984,3
5985,12
5986,3
5987,12
5988,3
5989,12
5990,3
5991,3
5992,12
5993,3
5994,12
5995,12
5996,3
5997,Un
5998,4
5999,4
6000,4
6001,4
6002,4
6003,4
6004,5
6005,5
6006,5
6007,5
6008,5
6009,5
6010,5
6011,6
6012,6
6013,6
6014,6
6015,6
6016,6
6017,6
6018,6
6019,6
6020,6
6021,6
6022,7
6023,7
6024,7
6025,7
6026,7
6027,7
6028,8
6029,8
6030,8
6031,8
6032,8
6033,8
6034,8
6035,8
6036,1
6037,8
6038,8
6039,9
6040,9
6041,1
6042,9
6043,1
6044,9
6045,9
6046,1
6047,1
6048,9
6049,1
6050,10
6051,1
6052,10
6053,1
6054,1
6055,1
6056,10
6057,1
6058,2
6059,10
6060,10
6061,2
6062,2
6063,11
6064,2
6065,11
6066,11
6067,11
6068,2
6069,2
6070,2
6071,11
6072,11
6073,2
6074,11
6075,2
6076,11
6077,11
6078,2
6079,11
6080,3
6081,3
6082,12
6083,3
6084,12
6085,12
6086,3
6087,12
6088,3
6089,12
6090,3
6091,3
6092,3
6093,Un
6094,3
6095,3
6096,3
6097,4
6098,4
6099,4
6100,4
6101,4
6102,5
6103,5
6104,5
6105,5
6106,5
6107,6
6108,6
6109,6
6110,6
6111,6
6112,6
6113,6
6114,7
6115,7
6116,7
6117,7
6118,7
6119,7
6120,7
6121,7
6122,7
6123,8
6124,8
6125,8
6126,8
6127,8
6128,8
6129,8
6130,8
6131,8
6132,8
6133,1
6134,9
6135,9
6136,1
6137,1
6138,1
6139,1
6140,9
6141,1
6142,1
6143,9
6144,10
6145,1
6146,1
6147,2
6148,2
6149,10
6150,10
6151,2
6152,11
6153,2
6154,2
6155,2
6156,2
6157,2
6158,11
6159,2
6160,11
6161,2
6162,3
6163,3
6164,3
6165,12
6166,12
6167,3
6168,3
6169,3
6170,3
6171,12
6172,3
6173,Un
6174,Un
6175,3
6176,4
6177,4
6178,4
6179,4
6180,4
6181,4
6182,4
6183,4
6184,4
6185,5
6186,5
6187,5
6188,5
6189,5
6190,5
6191,6
6192,6
6193,6
6194,6
6195,6
6196,6
6197,6
6198,7
6199,7
6200,7
6201,7
6202,7
6203,8
6204,8
6205,8
6206,8
6207,9
6208,1
6209,9
6210,1
6211,9
6212,9
6213,1
6214,9
6215,1
6216,9
6217,1
6218,1
6219,10
6220,1
6221,10
6222,1
6223,10
6224,10
6225,1
6226,10
6227,2
6228,10
6229,2
6230,2
6231,10
6232,2
6233,11
6234,2
6235,2
6236,11
6237,3
6238,12
6239,3
6240,3
6241,3
6242,12
6243,12
6244,3
6245,3
6246,3
6247,3
6248,12
6249,12
6250,3
6251,Un
6252,4
6253,4
6254,4
6255,4
6256,4
6257,4
6258,4
6259,5
6260,5
6261,5
6262,5
6263,6
6264,6
6265,6
6266,6
6267,6
6268,6
6269,6
6270,6
6271,7
6272,7
6273,7
6274,7
6275,7
6276,7
6277,7
6278,8
6279,8
6280,8
6281,8
6282,8
6283,8
6284,8
6285,8
6286,8
6287,1
6288,8
6289,9
6290,9
6291,1
6292,9
6293,1
6294,1
6295,9
6296,9
6297,9
6298,1
6299,1
6300,9
6301,1
6302,1
6303,10
6304,1
6305,1
6306,1
6307,10
6308,10
6309,2
6310,10
6311,10
6312,2
6313,11
6314,2
6315,11
6316,11
6317,2
6318,11
6319,2
6320,2
6321,2
6322,11
6323,2
6324,11
6325,2
6326,11
6327,11
6328,12
6329,12
6330,3
6331,3
6332,12
6333,12
6334,3
6335,12
6336,12
6337,3
6338,3
6339,Un
6340,3
6341,Un
6342,3
6343,3
6344,4
6345,4
6346,4
6347,4
6348,4
6349,4
6350,5
6351,5
6352,5
6353,6
6354,6
6355,6
6356,6
6357,6
6358,6
6359,6
6360,7
6361,7
6362,7
6363,7
6364,7
6365,7
6366,7
6367,7
6368,7
6369,8
6370,8
6371,8
6372,8
6373,8
6374,8
6375,8
6376,8
6377,8
6378,9
6379,1
6380,1
6381,1
6382,1
6383,9
6384,1
6385,1
6386,9
6387,9
6388,10
6389,1
6390,1
6391,1
6392,1
6393,10
6394,1
6395,2
6396,2
6397,10
6398,10
6399,2
6400,2
6401,11
6402,2
6403,2
6404,11
6405,11
6406,2
6407,11
6408,2
6409,2
6410,11
6411,2
6412,12
6413,3
6414,12
6415,3
6416,3
6417,12
6418,3
6419,12
6420,3
6421,12
6422,12
6423,12
6424,3
6425,Un
6426,Un
6427,3
6428,4
6429,4
6430,4
6431,4
6432,4
6433,4
6434,4
6435,4
6436,4
6437,4
6438,4
6439,5
6440,5
6441,5
6442,5
6443,5
6444,5
6445,6
6446,6
6447,6
6448,6
6449,6
6450,6
6451,6
6452,6
6453,6
6454,7
6455,7
6456,7
6457,7
6458,8
6459,8
6460,8
6461,8
6462,1
6463,9
6464,1
6465,9
6466,1
6467,1
6468,9
6469,9
6470,1
6471,1
6472,10
6473,10
6474,10
6475,10
6476,1
6477,10
6478,10
6479,2
6480,2
6481,10
6482,2
6483,2
6484,2
6485,2
6486,11
6487,2
6488,3
6489,3
6490,12
6491,12
6492,3
6493,3
6494,12
6495,3
6496,12
6497,3
6498,12
6499,12
6500,3
6501,Un
6502,3
6503,4
6504,4
6505,4
6506,4
6507,4
6508,4
6509,5
6510,5
6511,5
6512,5
6513,5
6514,5
6515,6
6516,6
6517,6
6518,6
6519,6
6520,7
6521,7
6522,7
6523,7
6524,7
6525,7
6526,7
6527,7
6528,8
6529,8
6530,8
6531,8
6532,8
6533,8
6534,8
6535,8
6536,1
6537,8
6538,9
6539,9
6540,9
6541,1
6542,9
6543,9
6544,9
6545,9
6546,1
6547,1
6548,9
6549,1
6550,1
6551,10
6552,1
6553,10
6554,1
6555,10
6556,10
6557,1
6558,10
6559,1
6560,10
6561,2
6562,10
6563,10
6564,10
6565,2
6566,11
6567,11
6568,11
6569,2
6570,11
6571,2
6572,11
6573,2
6574,11
6575,11
6576,2
6577,11
6578,11
6579,12
6580,12
6581,3
6582,3
6583,12
6584,3
6585,12
6586,3
6587,3
6588,12
6589,3
6590,Un
6591,3
6592,3
6593,3
6594,Un
6595,3
6596,3
6597,4
6598,4
6599,4
6600,4
6601,4
6602,4
6603,4
6604,5
6605,5
6606,5
6607,5
6608,5
6609,5
6610,5
6611,5
6612,6
6613,6
6614,6
6615,6
6616,6
6617,6
6618,6
6619,6
6620,7
6621,7
6622,7
6623,7
6624,7
6625,8
6626,8
6627,8
6628,8
6629,8
6630,1
6631,8
6632,9
6633,1
6634,1
6635,1
6636,9
6637,1
6638,1
6639,1
6640,9
6641,1
6642,1
6643,9
6644,10
6645,1
6646,1
6647,10
6648,1
6649,2
6650,10
6651,2
6652,10
6653,10
6654,11
6655,2
6656,2
6657,11
6658,2
6659,2
6660,11
6661,2
6662,11
6663,2
6664,3
6665,3
6666,3
6667,12
6668,3
6669,12
6670,3
6671,12
6672,3
6673,12
6674,3
6675,12
6676,12
6677,Un
6678,Un
6679,3
6680,4
6681,4
6682,4
6683,4
6684,4
6685,4
6686,4
6687,4
6688,4
6689,4
6690,4
6691,4
6692,4
6693,5
6694,5
6695,5
6696,5
6697,5
6698,5
6699,6
6700,6
6701,6
6702,6
6703,6
6704,6
6705,6
6706,6
6707,6
6708,6
6709,7
6710,7
6711,7
6712,7
6713,7
6714,7
6715,8
6716,8
6717,8
6718,8
6719,8
6720,8
6721,8
6722,1
6723,1
6724,9
6725,1
6726,9
6727,1
6728,9
6729,1
6730,9
6731,10
6732,10
6733,10
6734,1
6735,1
6736,10
6737,2
6738,2
6739,10
6740,2
6741,10
6742,2
6743,2
6744,11
6745,2
6746,2
6747,2
6748,11
6749,2
6750,3
6751,3
6752,3
6753,3
6754,12
6755,3
6756,3
6757,3
6758,12
6759,12
6760,3
6761,Un
6762,3
6763,4
6764,4
6765,4
6766,4
6767,4
6768,4
6769,5
6770,5
6771,5
6772,5
6773,5
6774,5
6775,6
6776,6
6777,6
6778,6
6779,6
6780,6
6781,6
6782,7
6783,7
6784,7
6785,7
6786,7
6787,8
6788,8
6789,8
6790,8
6791,8
6792,8
6793,1
6794,9
6795,1
6796,9
6797,1
6798,1
6799,9
6800,9
6801,1
6802,9
6803,1
6804,10
6805,1
6806,10
6807,1
6808,10
6809,10
6810,10
6811,10
6812,1
6813,10
6814,2
6815,10
6816,11
6817,11
6818,11
6819,11
6820,11
6821,2
6822,11
6823,2
6824,11
6825,11
6826,2
6827,11
6828,11
6829,2
6830,11
6831,12
6832,3
6833,12
6834,3
6835,3
6836,12
6837,3
6838,3
6839,Un
6840,3
6841,3
6842,3
6843,Un
6844,3
6845,4
6846,4
6847,4
6848,4
6849,4
6850,4
6851,4
6852,5
6853,5
6854,5
6855,5
6856,5
6857,5
6858,5
6859,5
6860,6
6861,6
6862,6
6863,6
6864,6
6865,6
6866,6
6867,7
6868,7
6869,7
6870,7
6871,7
6872,7
6873,7
6874,7
6875,7
6876,8
6877,8
6878,8
6879,8
6880,8
6881,1
6882,8
6883,9
6884,1
6885,9
6886,1
6887,1
6888,1
6889,1
6890,9
6891,1
6892,9
6893,9
6894,1
6895,9
6896,10
6897,1
6898,1
6899,1
6900,2
6901,10
6902,2
6903,2
6904,2
6905,10
6906,2
6907,11
6908,11
6909,2
6910,2
6911,11
6912,2
6913,11
6914,2
6915,11
6916,2
6917,2
6918,11
6919,2
6920,3
6921,3
6922,3
6923,12
6924,12
6925,3
6926,3
6927,12
6928,3
6929,12
6930,12
6931,3
6932,12
6933,12
6934,Un
6935,Un
6936,3
6937,4
6938,4
6939,4
6940,4
6941,4
6942,4
6943,4
6944,4
6945,5
6946,5
6947,5
6948,5
6949,6
6950,6
6951,6
6952,6
6953,6
6954,6
6955,6
6956,6
6957,6
6958,6
6959,6
6960,7
6961,7
6962,7
6963,7
6964,7
6965,8
6966,8
6967,8
6968,8
6969,8
6970,8
6971,1
6972,9
6973,9
6974,1
6975,1
6976,1
6977,9
6978,9
6979,1
6980,9
6981,9
6982,9
6983,1
6984,1
6985,9
6986,1
6987,1
6988,10
6989,1
6990,10
6991,10
6992,1
6993,1
6994,10
6995,10
6996,1
6997,2
6998,2
6999,2
7000,10
7001,2
7002,2
7003,11
7004,2
7005,2
7006,3
7007,12
7008,3
7009,12
7010,3
7011,3
7012,3
7013,3
7014,3
7015,12
7016,Un
7017,4
7018,4
7019,4
7020,4
7021,4
7022,5
7023,5
7024,5
7025,5
7026,5
7027,6
7028,6
7029,6
7030,6
7031,6
7032,6
7033,6
7034,7
7035,7
7036,7
7037,7
7038,7
7039,7
7040,7
7041,8
7042,8
7043,8
7044,8
7045,8
7046,8
7047,8
7048,8
7049,8
7050,8
7051,1
7052,9
7053,1
7054,9
7055,1
7056,9
7057,9
7058,1
7059,9
7060,1
7061,1
7062,10
7063,1
7064,10
7065,1
7066,10
7067,1
7068,10
7069,10
7070,1
7071,2
7072,10
7073,10
7074,2
7075,2
7076,11
7077,11
7078,11
7079,11
7080,2
7081,11
7082,2
7083,2
7084,11
7085,11
7086,11
7087,2
7088,11
7089,2
7090,11
7091,3
7092,12
7093,3
7094,3
7095,12
7096,3
7097,3
7098,3
7099,3
7100,4
7101,4
7102,4
7103,4
7104,4
7105,4
7106,4
7107,5
7108,5
7109,5
7110,5
7111,5
7112,5
7113,6
7114,6
7115,6
7116,6
7117,6
7118,6
7119,6
7120,6
7121,6
7122,7
7123,7
7124,7
7125,7
7126,7
7127,7
7128,7
7129,7
7130,7
7131,7
7132,7
7133,8
7134,8
7135,8
7136,8
7137,8
7138,8
7139,8
7140,8
7141,9
7142,1
7143,9
7144,1
7145,1
7146,1
7147,1
7148,9
7149,1
7150,9
7151,1
7152,9
7153,10
7154,1
7155,1
7156,1
7157,1
7158,1
7159,2
7160,2
7161,10
7162,10
7163,2
7164,10
7165,11
7166,11
7167,2
7168,2
7169,11
7170,11
7171,2
7172,11
7173,2
7174,11
7175,2
7176,11
7177,2
7178,3
7179,3
7180,3
7181,12
7182,12
7183,3
7184,12
7185,3
7186,3
7187,12
7188,12
7189,12
7190,3
7191,12
7192,3
7193,3
7194,12
7195,Un
7196,Un
7197,3
7198,4
7199,4
7200,4
7201,4
7202,4
7203,4
7204,4
7205,4
7206,5
7207,5
7208,6
7209,6
7210,6
7211,6
7212,6
7213,6
7214,6
7215,6
7216,6
7217,7
7218,7
7219,7
7220,7
7221,7
7222,8
7223,8
7224,8
7225,8
7226,1
7227,1
7228,9
7229,1
7230,1
7231,1
7232,9
7233,9
7234,1
7235,9
7236,1
7237,10
7238,1
7239,10
7240,10
7241,1
7242,1
7243,10
7244,1
7245,2
7246,2
7247,10
7248,2
7249,11
7250,2
7251,2
7252,2
7253,3
7254,12
7255,3
7256,12
7257,3
7258,12
7259,3
7260,3
7261,3
7262,3
7263,Un
7264,3
7265,4
7266,4
7267,4
7268,4
7269,4
7270,5
7271,5
7272,5
7273,5
7274,5
7275,5
7276,5
7277,6
7278,6
7279,6
7280,6
7281,6
7282,6
7283,6
7284,7
7285,7
7286,7
7287,7
7288,7
7289,7
7290,8
7291,8
7292,8
7293,8
7294,8
7295,8
7296,8
7297,1
7298,9
7299,1
7300,1
7301,9
7302,1
7303,1
7304,9
7305,9
7306,10
7307,1
7308,10
7309,1
7310,10
7311,1
7312,10
7313,1
7314,2
7315,10
7316,10
7317,2
7318,11
7319,11
7320,11
7321,2
7322,2
7323,11
7324,11
7325,2
7326,11
7327,2
7328,11
7329,11
7330,12
7331,3
7332,12
7333,12
7334,3
7335,12
7336,3
7337,12
7338,Un
7339,3
7340,3
7341,Un
7342,3
7343,4
7344,4
7345,4
7346,4
7347,4
7348,4
7349,5
7350,5
7351,5
7352,5
7353,5
7354,5
7355,5
7356,5
7357,6
7358,6
7359,6
7360,6
7361,6
7362,6
7363,6
7364,6
7365,6
7366,7
7367,7
7368,7
7369,7
7370,7
7371,7
7372,7
7373,7
7374,7
7375,7
7376,8
7377,8
7378,8
7379,8
7380,8
7381,1
7382,9
7383,1
7384,1
7385,9
7386,1
7387,1
7388,1
7389,9
7390,1
7391,9
7392,9
7393,1
7394,10
7395,1
7396,1
7397,1
7398,10
7399,2
7400,10
7401,10
7402,2
7403,10
7404,2
7405,2
7406,11
7407,2
7408,11
7409,2
7410,2
7411,11
7412,2
7413,11
7414,2
7415,2
7416,11
7417,2
7418,11
7419,2
7420,3
7421,3
7422,3
7423,3
7424,12
7425,3
7426,3
7427,12
7428,12
7429,3
7430,12
7431,12
7432,3
7433,3
7434,12
7435,Un
7436,3
7437,Un
7438,3
7439,4
7440,4
7441,4
7442,4
7443,4
7444,4
7445,4
7446,4
7447,4
7448,4
7449,4
7450,5
7451,5
7452,5
7453,5
7454,5
7455,6
7456,6
7457,6
7458,6
7459,6
7460,6
7461,6
7462,6
7463,7
7464,7
7465,7
7466,7
7467,7
7468,8
7469,8
7470,8
7471,8
7472,1
7473,1
7474,9
7475,9
7476,9
7477,9
7478,1
7479,9
7480,1
7481,9
7482,1
7483,1
7484,1
7485,10
7486,1
7487,1
7488,10
7489,1
7490,2
7491,10
7492,2
7493,2
7494,10
7495,2
7496,11
7497,2
7498,2
7499,2
7500,3
7501,12
7502,3
7503,12
7504,3
7505,3
7506,12
7507,3
7508,12
7509,12
7510,3
7511,Un
7512,3
7513,4
7514,4
7515,4
7516,4
7517,4
7518,4
7519,4
7520,4
7521,5
7522,5
7523,5
7524,5
7525,5
7526,6
7527,6
7528,6
7529,6
7530,6
7531,6
7532,6
7533,6
7534,6
7535,7
7536,7
7537,7
7538,7
7539,7
7540,7
7541,8
7542,8
7543,8
7544,8
7545,8
7546,8
7547,8
7548,1
7549,8
7550,1
7551,9
7552,1
7553,9
7554,9
7555,1
7556,9
7557,9
7558,9
7559,1
7560,10
7561,1
7562,10
7563,1
7564,10
7565,1
7566,10
7567,1
7568,2
7569,10
7570,10
7571,10
7572,2
7573,11
7574,2
7575,11
7576,11
7577,11
7578,2
7579,11
7580,2
7581,2
7582,11
7583,11
7584,2
7585,11
7586,2
7587,11
7588,11
7589,12
7590,12
7591,12
7592,3
7593,12
7594,3
7595,12
7596,12
7597,3
7598,3
7599,3
7600,12
7601,3
7602,Un
7603,3
7604,3
7605,Un
7606,3
7607,4
7608,4
7609,4
7610,4
7611,5
7612,5
7613,5
7614,5
7615,5
7616,5
7617,6
7618,6
7619,6
7620,6
7621,6
7622,6
7623,6
7624,6
7625,6
7626,7
7627,7
7628,7
7629,7
7630,7
7631,7
7632,8
7633,8
7634,8
7635,8
7636,1
7637,8
7638,1
7639,9
7640,1
7641,1
7642,1
7643,9
7644,1
7645,9
7646,9
7647,9
7648,10
7649,1
7650,10
7651,1
7652,10
7653,1
7654,2
7655,10
7656,10
7657,2
7658,2
7659,10
7660,2
7661,11
7662,2
7663,11
7664,2
7665,2
7666,2
7667,11
7668,11
7669,2
7670,2
7671,2
7672,11
7673,2
7674,3
7675,3
7676,3
7677,12
7678,3
7679,3
7680,3
7681,3
7682,12
7683,12
7684,3
7685,12
7686,3
7687,3
7688,12
7689,Un
7690,Un
7691,3
7692,3
7693,4
7694,4
7695,4
7696,4
7697,4
7698,4
7699,4
7700,4
7701,4
7702,5
7703,5
7704,5
7705,5
7706,6
7707,6
7708,6
7709,6
7710,6
7711,7
7712,7
7713,7
7714,7
7715,8
7716,8
7717,8
7718,8
7719,8
7720,1
7721,9
7722,9
7723,1
7724,9
7725,9
7726,1
7727,9
7728,9
7729,1
7730,9
7731,1
7732,10
7733,1
7734,10
7735,1
7736,1
7737,10
7738,2
7739,10
7740,2
7741,10
7742,2
7743,10
7744,2
7745,11
7746,2
7747,11
7748,2
7749,2
7750,2
7751,3
7752,12
7753,12
7754,3
7755,12
7756,3
7757,12
7758,12
7759,3
7760,3
7761,Un
7762,4
7763,4
7764,4
7765,4
7766,4
7767,4
7768,4
7769,4
7770,4
7771,5
7772,5
7773,5
7774,5
7775,5
7776,5
7777,5
7778,5
7779,6
7780,6
7781,6
7782,6
7783,6
7784,6
7785,6
7786,6
7787,6
7788,7
7789,7
7790,7
7791,7
7792,7
7793,7
7794,7
7795,7
7796,8
7797,8
7798,8
7799,8
7800,8
7801,8
7802,8
7803,8
7804,8
7805,1
7806,8
7807,9
7808,9
7809,1
7810,9
7811,1
7812,9
7813,1
7814,1
7815,9
7816,9
7817,1
7818,10
7819,1
7820,10
7821,1
7822,10
7823,10
7824,1
7825,10
7826,10
7827,2
7828,2
7829,11
7830,11
7831,2
7832,11
7833,2
7834,2
7835,11
7836,2
7837,11
7838,2
7839,11
7840,12
7841,3
7842,12
7843,3
7844,12
7845,12
7846,3
7847,3
7848,12
7849,12
7850,3
7851,3
7852,Un
7853,3
7854,Un
7855,3
7856,3
7857,4
7858,4
7859,4
7860,4
7861,5
7862,5
7863,6
7864,6
7865,6
7866,6
7867,6
7868,6
7869,6
7870,6
7871,6
7872,6
7873,7
7874,7
7875,7
7876,7
7877,7
7878,7
7879,8
7880,8
7881,8
7882,1
7883,8
7884,1
7885,8
7886,1
7887,1
7888,9
7889,1
7890,1
7891,9
7892,1
7893,9
7894,1
7895,10
7896,1
7897,10
7898,1
7899,1
7900,2
7901,10
7902,2
7903,10
7904,2
7905,2
7906,11
7907,2
7908,2
7909,2
7910,11
7911,11
7912,2
7913,2
7914,2
7915,11
7916,2
7917,3
7918,3
7919,12
7920,3
7921,3
7922,12
7923,12
7924,3
7925,12
7926,3
7927,12
7928,3
7929,3
7930,12
7931,Un
7932,Un
7933,3
7934,3
7935,Un
7936,3
7937,4
7938,4
7939,4
7940,4
7941,4
7942,4
7943,4
7944,4
7945,4
7946,4
7947,5
7948,5
7949,5
7950,5
7951,6
7952,6
7953,6
7954,6
7955,6
7956,6
7957,6
7958,7
7959,7
7960,7
7961,8
7962,8
7963,8
7964,1
7965,9
7966,1
7967,9
7968,9
7969,1
7970,9
7971,1
7972,9
7973,1
7974,1
7975,10
7976,1
7977,10
7978,1
7979,10
7980,10
7981,1
7982,2
7983,10
7984,2
7985,10
7986,2
7987,10
7988,2
7989,2
7990,11
7991,11
7992,2
7993,2
7994,2
7995,3
7996,12
7997,12
7998,3
7999,12
8000,3
8001,12
8002,3
8003,12
8004,12
8005,3
8006,4
8007,4
8008,4
8009,4
8010,4
8011,4
8012,4
8013,4
8014,5
8015,5
8016,5
8017,5
8018,5
8019,5
8020,5
8021,5
8022,5
8023,5
8024,5
8025,6
8026,6
8027,6
8028,6
8029,6
8030,6
8031,7
8032,7
8033,7
8034,8
8035,8
8036,8
8037,8
8038,8
8039,8
8040,8
8041,8
8042,8
8043,1
8044,1
8045,8
8046,9
8047,9
8048,1
8049,9
8050,1
8051,9
8052,1
8053,9
8054,1
8055,9
8056,9
8057,1
8058,10
8059,10
8060,10
8061,1
8062,1
8063,10
8064,1
8065,10
8066,1
8067,10
8068,10
8069,10
8070,11
8071,2
8072,11
8073,11
8074,2
8075,2
8076,11
8077,2
8078,2
8079,2
8080,11
8081,2
8082,11
8083,11
8084,2
8085,11
8086,12
8087,12
8088,12
8089,3
8090,12
8091,3
8092,3
8093,12
8094,12
8095,3
8096,12
8097,3
8098,12
8099,Un
8100,3
8101,3
8102,Un
8103,3
8104,4
8105,4
8106,4
8107,4
8108,4
8109,5
8110,5
8111,5
8112,6
8113,6
8114,6
8115,6
8116,6
8117,6
8118,6
8119,7
8120,7
8121,7
8122,7
8123,7
8124,7
8125,7
8126,7
8127,8
8128,8
8129,8
8130,8
8131,8
8132,8
8133,8
8134,9
8135,1
8136,1
8137,9
8138,1
8139,1
8140,1
8141,1
8142,9
8143,1
8144,9
8145,9
8146,1
8147,9
8148,1
8149,10
8150,1
8151,10
8152,1
8153,10
8154,1
8155,2
8156,10
8157,10
8158,2
8159,2
8160,10
8161,2
8162,2
8163,11
8164,11
8165,11
8166,2
8167,11
8168,11
8169,2
8170,11
8171,2
8172,11
8173,3
8174,12
8175,3
8176,3
8177,12
8178,3
8179,3
8180,12
8181,Un
8182,3
8183,3
8184,3
8185,4
8186,4
8187,4
8188,4
8189,4
8190,4
8191,4
8192,4
8193,4
8194,4
8195,5
8196,5
8197,5
8198,5
8199,6
8200,6
8201,6
8202,6
8203,6
8204,6
8205,6
8206,6
8207,6
8208,7
8209,7
8210,7
8211,7
8212,7
8213,7
8214,8
8215,8
8216,8
8217,8
8218,8
8219,8
8220,1
8221,1
8222,9
8223,1
8224,9
8225,9
8226,9
8227,1
8228,9
8229,1
8230,1
8231,9
8232,1
8233,1
8234,10
8235,10
8236,10
8237,10
8238,10
8239,2
8240,10
8241,10
8242,2
8243,10
8244,2
8245,2
8246,11
8247,11
8248,2
8249,2
8250,2
8251,3
8252,12
8253,12
8254,12
8255,3
8256,3
8257,12
8258,12
8259,3
8260,12
8261,12
8262,3
8263,3
8264,Un
8265,4
8266,4
8267,4
8268,4
8269,4
8270,4
8271,5
8272,5
8273,5
8274,5
8275,5
8276,5
8277,5
8278,5
8279,5
8280,6
8281,6
8282,6
8283,6
8284,6
8285,6
8286,7
8287,7
8288,7
8289,7
8290,7
8291,7
8292,7
8293,8
8294,8
8295,8
8296,8
8297,8
8298,8
8299,1
8300,9
8301,9
8302,1
8303,9
8304,1
8305,9
8306,1
8307,9
8308,9
8309,1
8310,9
8311,9
8312,9
8313,1
8314,1
8315,10
8316,10
8317,1
8318,1
8319,10
8320,10
8321,1
8322,10
8323,10
8324,1
8325,2
8326,11
8327,2
8328,11
8329,11
8330,2
8331,11
8332,11
8333,2
8334,2
8335,2
8336,11
8337,11
8338,2
8339,11
8340,11
8341,2
8342,11
8343,12
8344,12
8345,3
8346,12
8347,3
8348,12
8349,3
8350,12
8351,3
8352,12
8353,3
8354,12
8355,3
8356,12
8357,3
8358,Un
8359,3
8360,3
8361,3
8362,3
8363,4
8364,4
8365,6
8366,6
8367,6
8368,6
8369,6
8370,6
8371,6
8372,6
8373,7
8374,7
8375,7
8376,7
8377,7
8378,8
8379,8
8380,8
8381,8
8382,8
8383,1
8384,8
8385,9
8386,1
8387,9
8388,1
8389,1
8390,1
8391,1
8392,1
8393,9
8394,1
8395,9
8396,9
8397,9
8398,1
8399,10
8400,10
8401,10
8402,1
8403,2
8404,10
8405,10
8406,2
8407,10
8408,11
8409,2
8410,11
8411,2
8412,11
8413,2
8414,2
8415,11
8416,2
8417,3
8418,3
8419,12
8420,3
8421,12
8422,12
8423,3
8424,12
8425,3
8426,12
8427,3
8428,4
8429,4
8430,4
8431,4
8432,4
8433,4
8434,4
8435,4
8436,4
8437,4
8438,5
8439,5
8440,5
8441,5
8442,5
8443,6
8444,6
8445,6
8446,6
8447,6
8448,6
8449,6
8450,6
8451,6
8452,7
8453,7
8454,7
8455,7
8456,7
8457,8
8458,8
8459,8
8460,8
8461,8
8462,8
8463,8
8464,1
8465,1
8466,9
8467,1
8468,9
8469,1
8470,9
8471,9
8472,1
8473,9
8474,1
8475,1
8476,9
8477,1
8478,10
8479,1
8480,10
8481,1
8482,10
8483,10
8484,1
8485,2
8486,2
8487,10
8488,2
8489,10
8490,2
8491,10
8492,2
8493,10
8494,2
8495,2
8496,11
8497,2
8498,11
8499,11
8500,2
8501,2
8502,2
8503,11
8504,11
8505,2
8506,3
8507,12
8508,12
8509,12
8510,3
8511,3
8512,3
8513,3
8514,12
8515,12
8516,3
8517,12
8518,3
8519,3
8520,Un
8521,4
8522,4
8523,4
8524,4
8525,4
8526,4
8527,4
8528,5
8529,5
8530,5
8531,5
8532,5
8533,5
8534,5
8535,5
8536,5
8537,6
8538,6
8539,6
8540,6
8541,6
8542,6
8543,7
8544,7
8545,7
8546,7
8547,7
8548,7
8549,7
8550,8
8551,8
8552,8
8553,8
8554,8
8555,8
8556,1
8557,8
8558,1
8559,9
8560,9
8561,1
8562,9
8563,9
8564,1
8565,9
8566,9
8567,1
8568,1
8569,9
8570,9
8571,10
8572,10
8573,1
8574,10
8575,1
8576,10
8577,1
8578,10
8579,2
8580,10
8581,2
8582,2
8583,2
8584,11
