_id,GID
1397,101245098
1398,101245103
1399,101245104
1400,101245105
1401,101245110
1402,101245114
1403,101245116
1404,101245117
1405,101245122
1406,101245125
1407,101245130
1408,101245133
1409,101245136
1410,101245144
1411,101245174
1412,101245193
1413,101245198
1414,101245200
1415,101245201
1416,101245205
1417,101245206
1418,101245212
1419,101245221
1420,101245225
1421,101245230
1422,101245237
1423,101245239
1424,101245250
1425,101245260
1426,101245264
1427,101245273
1428,101245274
1429,101245281
1430,101245282
1431,101245288
1432,101245294
1433,101245301
1434,101245308
1435,101245309
1436,101245311
1437,101245316
1438,101245320
1439,101245327
1440,101245330
1441,101245334
1442,101245335
1443,101245339
1444,101245346
1445,101245352
1446,101245356
1447,101245359
1448,101245378
1449,101245405
1450,101245406
1451,101245430
1452,101245436
1453,101245443
1454,101245487
1455,101245511
1456,101245513
1457,101245519
1458,101245520
1459,101245533
1460,101245534
1461,101245536
1462,101245542
1463,101245544
1464,101245545
1465,101245554
1466,101245564
1467,101245575
1468,101245584
1469,101245585
1470,101245605
1471,101245606
1472,101245618
1473,101245621
1474,101245623
1475,101245626
1476,101245633
1477,101245634
1478,101245635
1479,101245639
1480,101245644
1481,101245647
1482,101245649
1483,101245652
1484,101245654
1485,101245655
1486,101245658
1487,101245681
1488,101245686
1489,101245711
1490,101245720
1491,101245722
1492,101245741
1493,101245749
1494,101245756
1495,101245758
1496,101245761
1497,101245763
1498,101245773
1499,101245779
1500,101245784
1501,101245785
1502,101245787
1503,101245788
1504,101245797
1505,101245799
1506,101245806
1507,101245811
1508,101245815
1509,101245829
1510,101245830
1511,101245834
1512,101245836
1513,101245840
1514,101245855
1515,101245865
1516,101245869
1517,101245871
1518,101245873
1519,101245874
1520,101245875
1521,101245881
1522,101245882
1523,101245884
1524,101245888
1525,101245893
1526,101245896
1527,101245904
1528,101245905
1529,101245907
1530,101245908
1531,101245909
1532,101245915
1533,101245917
1534,101245922
1535,101245924
1536,101245943
1537,101245975
1538,101245976
1539,101245977
1540,101245986
1541,101245993
1542,101246012
1543,101246014
1544,101246029
1545,101246056
1546,101246059
1547,101246077
1548,101246078
1549,101246083
1550,101246087
1551,101246090
1552,101246095
1553,101246122
1554,101246129
1555,101246130
1556,101246136
1557,101246139
1558,101246142
1559,101246143
1560,101246162
1561,101246165
1562,101246168
1563,101246171
1564,101246175
1565,101246177
1566,101246183
1567,101246189
1568,101246212
1569,101246216
1570,101246230
1571,101246231
1572,101246236
1573,101246238
1574,101246242
1575,101246245
1576,101246257
1577,101246264
1578,101246283
1579,101246292
1580,101246293
1581,101246304
1582,101246310
1583,101246326
1584,101246341
1585,101246347
1586,101246352
1587,101246353
1588,101246364
1589,101246367
1590,101246369
1591,101246377
1592,101246380
1593,101246391
1594,101246420
1595,101246425
1596,101246426
1597,101246450
1598,101246464
1599,101246471
1600,101246475
1601,101246476
1602,101246480
1603,101246482
1604,101246490
1605,101246493
1606,101246499
1607,101246502
1608,101246504
1609,101246506
1610,101246521
1611,101246529
1612,101246532
1613,101246547
1614,101246554
1615,101246562
1616,101246566
1617,101246577
1618,101246578
1619,101246579
1620,101246584
1621,101246585
1622,101246594
1623,101246600
1624,101246619
1625,101246631
1626,101246641
1627,101246643
1628,101246647
1629,101246650
1630,101246652
1631,101246655
1632,101246657
1633,101246658
1634,101246662
1635,101246665
1636,101246672
1637,101246679
1638,101246692
1639,101246703
1640,101246711
1641,101246716
1642,101246728
1643,101246730
1644,101246735
1645,101246736
1646,101246744
1647,101246756
1648,101246765
1649,101246777
1650,101246783
1651,101246790
1652,101246801
1653,101246802
1654,101246803
1655,101246812
1656,101246823
1657,101246827
1658,101246840
1659,101246850
1660,101246852
1661,101246856
1662,101246881
1663,101246886
1664,101246895
1665,101246900
1666,101246901
1667,101246902
1668,101246903
1669,101246914
1670,101246915
1671,101246925
1672,101246954
1673,101246955
1674,101246961
1675,101246968
1676,101246970
1677,101246971
1678,101246974
1679,101246975
1680,101246982
1681,101246987
1682,101246990
1683,101246991
1684,101247002
1685,101247008
1686,101247015
1687,101247017
1688,101247024
1689,101247026
1690,101247031
1691,101247032
1692,101247039
1693,101247043
1694,101247051
1695,101247052
1696,101247054
1697,101247066
1698,101247082
1699,101247085
1700,101247090
1701,101247094
1702,101247110
1703,101247126
1704,101247127
1705,101247137
1706,101247146
1707,101247148
1708,101247163
1709,101247167
1710,101247169
1711,101247174
1712,101247175
1713,101247179
1714,101247189
1715,101247195
1716,101247199
1717,101247202
1718,101247203
1719,101247212
1720,101247213
1721,101247221
1722,101247228
1723,101247250
1724,101247253
1725,101247256
1726,101247264
1727,101247285
1728,101247293
1729,101247296
1730,101247310
1731,101247316
1732,101247321
1733,101247324
1734,101247329
1735,101247332
1736,101247339
1737,101247345
1738,101247351
1739,101247352
1740,101247355
1741,101247367
1742,101247373
1743,101247384
1744,101247388
1745,101247398
1746,101247401
1747,101247403
1748,101247410
1749,101247444
1750,101247448
1751,101247451
1752,101247458
1753,101247462
1754,101247465
1755,101247467
1756,101247478
1757,101247481
1758,101247483
1759,101247485
1760,101247492
1761,101247496
1762,101247504
1763,101247506
1764,101247515
1765,101247518
1766,101247531
1767,101247536
1768,101247546
1769,101247551
1770,101247558
1771,101247564
1772,101247566
1773,101247581
1774,101247582
1775,101247584
1776,101247595
1777,101247614
1778,101247618
1779,101247625
1780,101247626
1781,101247632
1782,101247637
1783,101247645
1784,101247648
1785,101247667
1786,101247670
1787,101247681
1788,101247682
1789,101247683
1790,101247688
1791,101247696
1792,101247700
1793,101247702
1794,101247706
1795,101247708
1796,101247722
1797,101247726
1798,101247744
1799,101247755
1800,101247764
1801,101247766
1802,101247769
1803,101247779
1804,101247787
1805,101247791
1806,101247792
1807,101247793
1808,101247795
1809,101247799
1810,101247801
1811,101247803
1812,101247806
1813,101247807
1814,101247819
1815,101247821
1816,101247822
1817,101247828
1818,101247833
1819,101247845
1820,101247851
1821,101247865
1822,101247873
1823,101247877
1824,101247880
1825,101247888
1826,101247912
1827,101247914
1828,101247926
1829,101247931
1830,101247958
1831,101247960
1832,101247961
1833,101247969
1834,101247978
1835,101248003
1836,101248011
1837,101248026
1838,101248029
1839,101248030
1840,101248056
1841,101248058
1842,101248078
1843,101248086
1844,101248092
1845,101248103
1846,101248108
1847,101248112
1848,101248122
1849,101248126
1850,101248127
1851,101248131
1852,101248135
1853,101248138
1854,101248139
1855,101248146
1856,101248153
1857,101248170
1858,101248172
1859,101248175
1860,101248183
1861,101248186
1862,101248191
1863,101248192
1864,101248199
1865,101248200
1866,101248203
1867,101248217
1868,101248220
1869,101248222
1870,101248227
1871,101248230
1872,101248237
1873,101248239
1874,101248247
1875,101248251
1876,101248254
1877,101248255
1878,101248256
1879,101248260
1880,101248271
1881,101248281
1882,101248292
1883,101248299
1884,101248302
1885,101248310
1886,101248311
1887,101248332
1888,101248341
1889,101248347
1890,101248352
1891,101248362
1892,101248392
1893,101248401
1894,101248411
1895,101248421
1896,101248422
1897,101248424
1898,101248439
1899,101248442
1900,101248445
1901,101248452
1902,101248455
1903,101248461
1904,101248467
1905,101248468
1906,101248480
1907,101248484
1908,101248497
1909,101248498
1910,101248500
1911,101248503
1912,101248504
1913,101248516
1914,101248522
1915,101248524
1916,101248526
1917,101248536
1918,101248544
1919,101248545
1920,101248551
1921,101248552
1922,101248561
1923,101248575
1924,101248579
1925,101248581
1926,101248589
1927,101248594
1928,101248598
1929,101248607
1930,101248611
1931,101248619
1932,101248628
1933,101248635
1934,101248637
1935,101248641
1936,101248648
1937,101248651
1938,101248663
1939,101248664
1940,101248670
1941,101248682
1942,101248689
1943,101248693
1944,101248695
1945,101248702
1946,101248708
1947,101248709
1948,101248710
1949,101248715
1950,101248725
1951,101248731
1952,101248745
1953,101248749
1954,101248750
1955,101248759
1956,101248760
1957,101248778
1958,101248783
1959,101248794
1960,101248799
1961,101248804
1962,101248805
1963,101248815
1964,101248818
1965,101248825
1966,101248827
1967,101248828
1968,101248834
1969,101248835
1970,101248847
1971,101248851
1972,101248852
1973,101248855
1974,101248857
1975,101248858
1976,101248859
1977,101248870
1978,101248877
1979,101248884
1980,101248885
1981,101248886
1982,101248894
1983,101248908
1984,101248915
1985,101248919
1986,101248925
1987,101248929
1988,101248932
1989,101248935
1990,101248936
1991,101248937
1992,101248964
1993,101248968
1994,101248981
1995,101248982
1996,101248986
1997,101248989
1998,101248994
1999,101249001
2000,101249013
2001,101249021
2002,101249022
2003,101249025
2004,101249032
2005,101249039
2006,101249070
2007,101249076
2008,101249078
2009,101249087
2010,101249089
2011,101249096
2012,101249099
2013,101249102
2014,101249116
2015,101249131
2016,101249134
2017,101249137
2018,101249150
2019,101249155
2020,101249158
2021,101249162
2022,101249164
2023,101249165
2024,101249169
2025,101249174
2026,101249178
2027,101249181
2028,101249184
2029,101249190
2030,101249200
2031,101249227
2032,101249231
2033,101249240
2034,101249264
2035,101249265
2036,101249275
2037,101249276
2038,101249278
2039,101249287
2040,101249289
2041,101249291
2042,101249298
2043,101249307
2044,101249310
2045,101249320
2046,101249323
2047,101249327
2048,101249355
2049,101249363
2050,101249370
2051,101249372
2052,101249374
2053,101249377
2054,101249378
2055,101249385
2056,101249390
2057,101249396
2058,101249417
2059,101249420
2060,101249426
2061,101249433
2062,101249442
2063,101249446
2064,101249451
2065,101249452
2066,101249463
2067,101249473
2068,101249479
2069,101249490
2070,101249493
2071,101249508
2072,101249515
2073,101249520
2074,101249529
2075,101249532
2076,101249535
2077,101249537
2078,101249549
2079,101249560
2080,101249565
2081,101249570
2082,101249574
2083,101249580
2084,101249593
2085,101249605
2086,101249608
2087,101249610
2088,101249612
2089,101249615
2090,101249618
2091,101249624
2092,101249627
2093,101249630
2094,101249633
2095,101249634
2096,101249635
2097,101249663
2098,101249664
2099,101249675
2100,101249690
2101,101249692
2102,101249694
2103,101249706
2104,101249717
2105,101249718
2106,101249740
2107,101249748
2108,101249749
2109,101249752
2110,101249753
2111,101249762
2112,101249769
2113,101249770
2114,101249776
2115,101249791
2116,101249792
2117,101249793
2118,101249805
2119,101249806
2120,101249812
2121,101249818
2122,101249827
2123,101249847
2124,101249853
2125,101249860
2126,101249862
2127,101249871
2128,101249885
2129,101249890
2130,101249895
2131,101249903
2132,101249904
2133,101249911
2134,101249915
2135,101249920
2136,101249921
2137,101249929
2138,101249933
2139,101249937
2140,101249956
2141,101249959
2142,101249960
2143,101249979
2144,101249980
2145,101249995
2146,101250001
2147,101250009
2148,101250010
2149,101250015
2150,101250019
2151,101250032
2152,101250039
2153,101250066
2154,101250080
2155,101250100
2156,101250104
2157,101250112
2158,101250113
2159,101250118
2160,101250131
2161,101250134
2162,101250137
2163,101250138
2164,101250139
2165,101250142
2166,101250143
2167,101250151
2168,101250160
2169,101250163
2170,101250175
2171,101250177
2172,101250185
2173,101250196
2174,101250197
2175,101250201
2176,101250205
2177,101250219
2178,101250227
2179,101250239
2180,101250242
2181,101250246
2182,101250255
2183,101250256
2184,101250267
2185,101250268
2186,101250269
2187,101250270
2188,101250280
2189,101250287
2190,101250289
2191,101250294
2192,101250307
2193,101250310
2194,101250327
2195,101250338
2196,101250339
2197,101250345
2198,101250347
2199,101250354
2200,101250366
2201,101250368
2202,101250390
2203,101250398
2204,101250403
2205,101250408
2206,101250426
2207,101250430
2208,101250432
2209,101250433
2210,101250443
2211,101250446
2212,101250448
2213,101250449
2214,101250453
2215,101250462
2216,101250492
2217,101250503
2218,101250520
2219,101250551
2220,101250557
2221,101250571
2222,101250573
2223,101250576
2224,101250598
2225,101250599
2226,101250610
2227,101250611
2228,101250617
2229,101250621
2230,101250635
2231,101250657
2232,101250690
2233,101250699
2234,101250704
2235,101250706
2236,101250711
2237,101250712
2238,101250715
2239,101250718
2240,101250720
2241,101250727
2242,101250734
2243,101250738
2244,101250743
2245,101250756
2246,101250758
2247,101250763
2248,101250773
