yourlist:M201510162IPPEIITE1	Entry
101245356	K4BTQ3
101245359	K4BZB1
101245405	K4B3F4
101245430	K4DBN1
101245443	K4DI41
101245487	K4CQH5
101245511	K4D2W8
101245513	K4D487
101245519	K4B964
101245520	K4B6Q8
101245533	K4DH53
101245534	K4BM62
101245542	K4BU52
101245544	K4BXI1
101245545	K4BYR6
101245554	K4C8V5
101245564	Q152U7
101245575	K4AT16
101245584	K4AYP6
101245605	K4BAY9
101245618	K4D9T9
101245623	K4DBB1
101245626	V5YN12
101245633	K4BLD6
101245634	K4BKT8
101245639	K4BP42
101245644	K4BV56
101245649	K4BZB3
101245652	K4C2K2
101245654	K4C1Z4
101245655	K4C1A0
101245686	K4ATE8
101245711	K4BDJ6
101245720	K4B7F6
101245722	K4B744
101245741	K4DGY5
101245749	K4BPG2
101245758	K4BW15
101245761	K4BXW3
101245763	K4C3B7
101245773	K4CC51
101245779	K4CI38
101245785	K4CN44
101245797	K4AZR7
101245811	K4D2X1
101245815	P15003
101245829	K4DHF9
101245830	K4DH52
101245836	K4BT06
101245840	K4BVR9
101245855	K4C7I6
101245865	K4CLX3
101245869	K4CP36
101245871	K4AT14
101245873	K4CSH4
101245874	K4ASA8
101245875	K4CRV5
101245881	K4AXB1
101245882	K4CUL8
101245888	K4B1H8
101245896	K4D0Q5
101245904	K4BAY6
101245907	K4D694
101245909	K4B8V5
101245917	K4D9U0
101245922	K4DBB4
101245924	K4DDK9
101245943	K4BWV6
101245975	K4CMT6
101245976	K4CMG2
101245986	K4AXK4
101246012	K4D7K7
101246014	K4B7F5
101246029	Q84XL0
101246056	C6ES39
101246059	K4C3B6
101246077	K4CPF4
101246078	K4ATT7
101246083	K4CQH2
101246087	K4CV91
101246090	K4AZR8
101246122	K4BLV7
101246129	K4BT03
101246130	K4BSJ5
101246136	K4BXI7
101246139	K4C2V6
101246142	K4C192
101246143	K4C0Q1
101246165	K4CMC0
101246168	K4CNF2
101246171	A0AQW5
101246177	K4AXB2
101246189	K4B355
101246212	K4DAF2
101246236	K4BJV4
101246257	K4C6T2
101246264	K4CFT4
101246292	K4D1Y4
101246304	K4BA82
101246310	K4B7F0
101246326	K4DGY9
101246341	K4BU33
101246341	K4BU34
101246347	K4BYR8
101246352	Q56R02
101246353	K4C7V0
101246364	K4CLJ3
101246367	K4ASJ9
101246369	K4CRG2
101246377	K4CV90
101246380	K4AZR9
101246391	K4D3J1
101246420	Q2QJT5
101246426	K4BY94
101246450	K4CGR3
101246464	K4CRV3
101246471	K4CVJ3
101246476	K4CXX6
101246480	K4CYU0
101246482	K4B3I1
101246490	K4D4X8
101246493	K4D5Y2
101246504	K4DAH2
101246521	K4BL89
101246529	K4BTR4
101246532	K4C299
101246547	K4CFT2
101246562	K4AXK6
101246566	K4CVZ3
101246577	K4B5C1
101246578	K4D2I4
101246579	K4B632
101246584	K4D4J4
101246585	K4BB93
101246594	K4B6D4
101246619	K4BPF5
101246641	K4CAV9
101246643	K4CC54
101246647	K4CIF3
101246650	Q9S853
101246652	K4CMU5
101246657	K4CQG9
101246658	K4CQ62
101246672	K4B2V5
101246703	K4BLV4
101246716	K4BY95
101246728	K4C971
101246730	K4C868
101246736	K4CGR2
101246744	K4CMC3
101246777	K4BCL6
101246790	K4D9H4
101246802	K4DFC9
101246803	K4BIH1
101246812	K4BLJ1
101246823	K4BYR9
101246827	K4C2Z8
101246840	K4CEQ7
101246856	K4AW01
101246881	K4D3G6
101246895	K4BE22
101246900	K4DG42
101246901	K4BJD6
101246902	K4DGZ2
101246903	K4BJU4
101246914	K4BNJ7
101246915	K4BNH1
101246925	K4BXW9
101246954	K4CQG8
101246955	K4CQ60
101246961	K4CVX0
101246968	K4B263
101246970	K4B2V6
101246971	K4B3K3
101246974	G1JUH5
101246982	K4BCZ1
101246990	K4DAF8
101246991	K4DAU1
101247008	K4BP38
101247015	K4BW49
101247017	K4BXJ1
101247024	K4C1M1
101247026	K4C0P6
101247031	K4C970
101247032	K4C8V0
101247043	K4CGQ9
101247051	K4CNR9
101247052	K4CNE8
101247054	K4AT08
101247082	K4D369
101247085	K4BAY1
101247090	K4B8U9
101247094	K4B7R9
101247110	K4DEX3
101247148	K4CMF0
101247169	K4AZW8
101247174	K4D2K1
101247175	K4BDJ0
101247189	K4DCQ0
101247195	P93208
101247199	K4BN57
101247202	K4BKG7
101247212	P37220
101247213	K4BUF2
101247221	K4C047
101247228	K4C8J0
101247253	K4AXB4
101247264	Q8GZP5
101247285	K4D8A0
101247296	K4BG45
101247310	K4BP37
101247316	K4BV62
101247332	K4C969
101247339	K4CFT0
101247352	K4CNR8
101247384	K4D5B1
101247401	K4BE23
101247410	K4BI16
101247444	K4CH26
101247448	K4CPS2
101247451	K4ATD8
101247458	K4AX34
101247467	K4B176
101247481	K4BDI8
101247483	K4BCK7
101247485	K4D4K0
101247492	K4B7E6
101247496	K4BET7
101247504	K4DGZ5
101247506	P43281
101247515	K4BNL4
101247518	Q40165
101247531	K4C5A1
101247536	K4CBT7
101247546	K4CPE5
101247558	K4AZP2
101247564	K4B1W0
101247581	K4D7D0
101247584	K4DAI0
101247595	K4DFS6
101247614	K4BV63
101247626	K4C7H9
101247632	K4CFG6
101247637	K4CGQ5
101247645	K4CP25
101247667	K4B364
101247670	K4B446
101247681	Q949K3
101247682	K4D5Z4
101247683	K4B9V9
101247688	K4B7R6
101247696	K4BE24
101247706	K4BN55
101247708	K4DH43
101247726	K4C9Y5
101247744	K4CRF8
101247755	K4B062
101247769	B1N671
101247779	K4D6U5
101247787	K4BED8
101247791	K4DCQ5
101247792	K4BFN2
101247795	K4DDW3
101247799	K4DGZ7
101247801	K4BMT2
101247803	K4BKG3
101247807	K4BPF1
101247819	K4BW51
101247821	K4BXX2
101247822	K4BY99
101247828	K4C5A4
101247355,101247845	K4AT06
101247851	K4AVZ4
101247865	G1JUH4
101247873	K4D3J8
101247880	K4BAJ6
101247888	K4DBC2
101247914	K4BX77
101247926	K4C9G9
101247931	K4CA98
101247960	K4AZ45
101247961	K4CWR2
101247969	K4D0N9
101247978	K4B9W0
101248003	K4BL88
101248026	K4CH24
101248029	K4CLK1
101248056	K4B4C4
101248058	K4D2L1
101248078	K4BET9
101248086	K4DI37
101248092	K4BP34
101248108	K4C4Q0
101248112	K4C7U1
101248126	K4AT05
101248127	K4CSG3
101248131	K4AWX7
101248135	K4AXW8
101248138	K4CVX1
101248139	K4AZH5
101248153	K4D3K0
101248170	K4DAV1
101248172	K4DBC3
101248191	K4BU41
101248192	K4BUU7
101248199	K4C2U8
101248200	K4C2J4
101248217	K4CEP3
101248220	K4CGQ2
101248222	K4CI47
101248227	K4CNE7
101248230	Q38JU2
101248237	K4CVK4
101248247	K4B450
101248251	K4D2A4
101248254	P27057
101248256	K4D5B5
101248271	K4BFN4
101248302	K4C3C9
101248310	K4CBG7
101248311	K4CC68
101248341	K4B4C5
101248347	K4D3Z7
101248352	K4D6U8
101248362	K4BET8
101248401	K4C741
101248411	K4AT04
101248422	K4AYQ9
101248424	K4AZM6
101248442	K4BBY2
101248452	K4DAH0
101248455	K4DBC4
101248480	K4BVG4
101248484	K4C2J3
101248497	K4CEP2
101248498	K4CE78
101248503	K4CKK0
101248516	K4CVK5
101248524	K4B3Q4
101248536	K4D5N0
101248544	K4B6P4
101248551	K4DEY3
101248552	K4DFE7
101248561	K4BMH5
101248579	K4C293
101248581	K4C3D0
101248589	K4CB54
101248594	K4CHP7
101248598	K4CI65
101248607	K4CQF9
101248619	Q9XGI7
101248628	K4D208
101248635	K4D4K5
101248641	K4DA55
101248648	K4DCR4
101248651	K4DDY2
101248664	K4BP32
101248682	K4C4P6
101248693	K4CG45
101248695	A0RZD0
101248702	K4ASA6
101248708	K4CTM8
101248709	K4AXB9
101248710	P37218
101248715	K4AZJ9
101248725	K4B451
101248731	K4D3K4
101248745	K4DAV3
101248750	K4BFN6
101248759	K4BM74
101248760	K4BLU5
101248778	K4C1X8
101248783	K4C959
101248794	K4CEP1
101248805	K4CPE0
101248815	K4AZ52
101248827	K4BCK0
101248834	K4B9V2
101248851	K4DFE8
101248852	K4BI09
101248857	K4BN51
101248870	K4BSY2
101248884	K4C9X4
101248886	K4C7H6
101248894	K4CHP6
101248915	K4CV80
101248932	K4BBY3
101248935	K4D601
101248964	K4BNG5
101248968	K4BUG6
101248981	K4C5B0
101248982	K4C5S0
101248989	K4CGG0
101249001	K4ASQ6
101249013	K4AXL6
101249021	K4B0J5
101249022	K4CY75
101249025	K4B231
101249032	K4B5E1
101249039	K4B8K4
101249076	K4BWW8
100301932,101249087	B7U4A4
100301932,101249087	P35135
101249096	K4CA96
101249116	K4ASR4
101249131	K4D380
101249134	K4D5B9
101249137	K4B9V1
101249150	K4DDN2
101249155	K4BI08
101249158	K4DGL7
101249162	K4BMH3
101249164	K4BLI1
101249169	K4BQ50
101249174	K4BYA6
101249178	K4C647
101249181	K4C7H5
101249184	K4CB57
101249190	K4CH17
101249227	K4BBX8
101249264	K4BWJ2
101249265	K4BXK5
101249276	K4C7T7
101249278	K4CAJ3
101249287	K4CPR6
101249289	K4ATS4
101249291	K4CRS8
101249307	K4CXW3
101249310	K4CYQ6
101249320	K4D5N3
101249323	K4B8J7
101249327	K4D9V2
101249363	K4C2I3
101249370	K4C960
101249372	K4C841
101249374	K4C6R5
101249385	K4CGP8
101249390	K4CKK5
101249417	K4D5C2
101249420	K4D602
101249426	K4B7Q7
101249433	K4DBC6
101249442	K4DGL8
101249446	K4BLI0
101249451	K4BQ47
101249452	K4BNL9
101249463	K4C650
101249473	K4CHP2
101249490	K4CV78
101249493	K4AZT5
101249508	K4D3U4
101249520	K4B6C4
101249532	K4BID7
101249537	K4DHE2
101249549	K4BYT7
101249560	K4CAJ4
101249565	K4CI52
101249570	K4CRS7
101249574	K4CTN1
101249580	K4CVK9
101249608	K4BE30
101249610	K4BF57
101249612	K4BFP3
101249615	K4BHC5
101249624	K4BLT8
101249627	K4BPQ5
101249633	K4BTS9
101249634	K4BU46
101249635	K4BV74
101249663	K4CGP6
101249664	K4CIG3
101249675	K4CQR3
101249690	K4D2A8
101249694	K4BCJ8
101249706	K4DA61
101249717	K4DH35
101249718	K4BLH8
101249740	K4CB60
101249748	K4CMR9
101249749	K4ATS1
101249753	K4CR28
101249762	K4CV77
101249769	K4B2X1
101249770	K4B3H2
101249776	K4D2Y5
101249791	K4DAH1
101249793	K4BDS4
101249805	K4DHR4
101249812	K4BK48
101249818	K4BUV3
101249827	K4C4N9
101249847	K4CRS5
101249860	K4AZQ1
101249862	K4B0K3
101249885	K4B724
101249890	K4DC00
101249904	K4BLU0
101249911	K4BTG3
101249915	K4BWX1
101249920	K4C1X4
101249929	K4C8T6
101249937	K4CEN3
101249956	K4AVW8
101249960	K4AZT6
101249979	K4D605
101249995	K4DF02
101250001	K4BMS3
101250009	K4BPE1
101250010	K4BP30
101250015	K4BXY1
101250019	K4C1V9
101250032	K4CG32
101250039	K4ATS0
101250066	K4D497
101250100	K4DHD8
101250104	K4BKR7
101250112	K4BV73
101250118	K4C2U0
101250131	K4CBV2
101250134	K4CE66
101250137	K4CH14
101250138	R9R6F3
101250139	K4CIG4
101250142	K4CME3
101250143	K4CPR4
101250151	K4CTN4
101250160	K4AZI9
101250163	G8IIJ5
101250163	P25469
101250175	K4BDH8
101250177	K4BBX5
101250185	K4B723
101250197	K4BJA5
101250201	K4BM17
101250205	K4BPP3
101250242	K4CMR8
101250255	K4CXB7
101250267	K4D606
101250287	K4DHR5
101250289	K4BLH6
101250294	K4BQ39
101250310	K4C9W5
101250327	K4ATR9
101250339	K4CV72
101250347	K4B458
101250366	K4DAG1
101250390	K4BK46
101250398	K4BU49
101250403	K4BXL3
101250408	K4C2H8
101250426	K4CHD1
101250430	K4CL50
101250432	K4CP10
101250433	K4CND7
101250448	K4AZI3
101250449	K4AZT7
101250453	K4B1K2
101250462	K4D3L2
101250492	K4BLF5
101250520	K4CA87
101250551	K4B3Q3
101250571	K4B8W7
101250576	K4DDP2
101250598	K4BXY3
101250610	K4CC83
101250611	E0YCS7
101250617	K4ATB4
101250621	K4CQE4
101250635	K4B2X5
101250657	K4B6B3
101250690	K4BW79
101250704	K4C953
101250706	K4CBI7
101250711	K4CHD0
101250712	K4CH10
101250715	K4CIG5
101250720	K4CP08
101250734	K4AYR7
101250738	K4AZN4
101250743	K4B1K3
101250756	K4BCW8
101250758	K4BC76
101250763	K4D6Y0
101250773	K4BDS6
101250808	K4C8T4
101250809	K4C8H1
101250816	K4CB65
101250832	K4ASM7
101250846	K4D180
101250853	K4BAW0
101250854	K4D609
101250874	K4DHR2
101250878	K4BK45
101250882	K4BPD8
101250883	K4BP25
101250886	K4BVT6
101250901	K4CAJ0
101250902	K4CBV4
101250910	K4CLM5
101250919	K4AVV7
101250926	K4CV69
101250928	K4B077
101250933	K4B2X6
101250942	K4BDH6
101250955	K4D9J3
101250962	K4DC04
101250966	K4BG91
101250968	K4DE01
101250988	K4BWK4
101251011	K4CI56
101251012	K4CIG6
101251026	K4AXD7
101251042	K4CYN5
101251060	K4B710
101251064	K4BDS7
101251065	K4DBQ0
101251070	K4DFQ5
101251076	K4BLT2
101251086	K4BWX5
101251103	K4CB67
101251106	K4CFE6
101251127	K4B190
101251140	K4D4M1
101251154	K4BEV4
101251156	K4DD53
101251157	K4DDP7
101251171	K4BK44
101251184	K4C2H6
101251192	K4C854
101251196	K4CAJ1
101251197	K4CBV5
101251207	K4CND2
101251216	K4CQE2
101251220	K4AXX9
101251228	K4B3J1
101251254	K4B6C9
101251281	K4BUW3
101251286	K4BYV0
101251295	K4C5T4
101251310	K4CM01
101251311	K4CPQ8
101251316	K4CQ26
101251343	K4D3A2
101251358	K4BDT2
101251359	K4DBQ1
101251362	K4DFQ4
101251368	K4BLT1
101251373	K4BNP4
101251389	K4C7G6
101251406	K4CPD1
101251408	K4CMR3
101251423	K4D175
101251444	G5EKN2
101251446	K4BE37
101251447	K4BEV3
101251452	K4BHZ4
101251468	K4BTT5
101251484	G5CV42
101251486	K4CBV6
101251494	K4CI67
101251498	K4ATR3
101251511	K4CV67
101251512	K4CVM4
101251535	K4D5P7
101251539	K4D7H6
101251545	K4DAI9
101251554	K4BFS0
101251571	K4BQP1
101251579	K4BV80
101251600	K4CE59
101251602	K4CHC5
101251604	K4CL57
101251606	K4CPQ7
101251613	K4CQ25
101251614	K4AXA8
101251616	K4AXD9
101251627	K4B2A7
101251635	K4D3A3
101251641	Q9FYW2
101251643	K4D711
101251644	K4B9E7
101251647	K4B6M3
101251648	K4D9V9
101251658	K4DFF9
101251660	K4DFQ3
101251666	K4BM33
101251671	K4BPD6
101251676	K4BZH9
101251695	U6EJ49
101251698	K4CEL7
101251721	K4CUT5
101251740	K4B940
101251760	K4BIX1
101251764	K4BKE4
101251796	K4CH09
101251804	K4ATA6
101251817	K4AZJ4
101251821	K4CXV6
101251832	K4D432
101251838	K4D5P8
101251844	K4B708
101251846	K4D9J8
101251856	K4BF44
101251866	K4DI15
101251880	K4BV81
101251881	K4BVI2
101251900	A0ZS62
101251902	K4CFR1
101251914	K4CQ29
101251929	K4B196
101251931	K4B2H2
101251944	K4BB69
101251945	K4B9T0
101251954	K4BE38
101251966	K4BLS9
101251985	K4C2H4
101252000	K4CB71
101252012	Q96569
101252014	K4CMR1
101252023	K4AWU3
101252040	K4D613
101252082	K4BYC1
101252083	K4BYV2
101252093	K4CAT2
101252101	K4CGN8
101252105	K4AV45
101252118	K4AYE5
101252119	K4CVM6
101252120	K4AZJ6
101252123	K4CXV5
101252125	K4CXG7
101252135	K4BBI4
101252136	K4D5P9
101252143	K4D9J9
101252160	K4DG21
101252213	K4CRB1
101252219	K4CUR8
101252225	K4AZY7
101252242	K4BC69
101252251	K4D9W3
101252260	K4DFQ1
101252268	K4BLS8
101252285	K4C2H3
101252287	K4C155
101252289	A1Y9R1
101252294	Q56R06
101252300	K4CB72
101252306	K4CI75
101252312	K4CPC8
101252323	K4CQD8
101252331	K4B2Y0
101252332	K4B383
101252344	K4BCI5
101252347	K4BAV4
101252354	K4B7P1
101252363	K4BFS2
101252368	K4BHZ1
101252374	K4DHQ5
101252383	K4BRV9
101252391	K4BYC3
101252392	K4BYV4
101252396	K4C275
101252417	K4CPQ4
101252433	K4AYE6
101252435	K4AZF6
101252442	K4B467
101252446	K4D228
101252448	K4BD74
101252462	K4DBD7
101252465	K4BF40
101252472	K4APN5
101252481	K4BTH3
101252505	Q40143
101252510	K4CL64
101252514	Q9ZS81
101252532	K4B257
101252534	K4D174
101252541	K4D413
101252544	K4BBV7
101252552	K4D8E5
101252556	K4DA73
101252561	K4DFG9
101252563	K4BIX5
101252583	K4BXA1
101252584	K4BXZ1
101252591	K4C664
101252593	K4C9U6
101252601	K4CB74
101252605	G5CV50
101252605	K4CHZ0
101252608	K4CIT6
101252613	K4CPC7
101252616	K4CMY1
101252618	K4ASY8
101252627	K4CVI1
101252644	K4BCI4
101252652	K4B8Q8
101252654	K4B6A1
101252661	K4DC11
101252667	K4BHZ2
101252675	K4BKE0
101252697	K4CAT1
101252704	K4CGN6
101252716	K4CTP6
101252719	K4CVM9
101252726	K4CXV2
101252727	K4B2K8
101252742	K4B7C7
101252753	K4DD59
101252770	K4BSV7
101252774	K4BU61
101252775	K4BUW7
101252777	K4BWL1
101252784	K4C946
101252788	K4CC92
101252821	K4B0M2
101252822	K4B100
101252833	B1N660
101252834	K4BC66
101252838	K4B9E1
101252842	K4D8E9
101252854	K4BIX4
101252859	K4DHQ4
101252862	K4BM35
101252867	K4BQH2
101252876	K4BXZ2
101252882	K4C273
101252887	K4C4J4
101252892	K4C856
101252895	K4CAI0
101252901	K4CEL3
101252910	K4CNB5
101252912	Q8VZZ7
101252918	K4CQP4
101252922	K4CVI0
101252935	K4D1P9
101252941	K4BBV6
101252957	K4DC09
101252958	K4DCT0
101252969	K4APW2
101252981	K4BUJ3
101252982	K4BV84
101252988	K4C1K1
101252989	K4C0I5
101252997	K4C6Q2
101253000	K4CAS8
101253007	Q09IV6
101253016	K4CR18
101253032	K4D0H2
101253037	K4D231
101253038	Q00747
101253040	K4BD71
101253053	K4D9K3
101253055	K4DAW8
101253058	K4DBD9
101253062	K4BFD7
101253082	K4BTH5
101253090	K4C304
101253104	K4CHB5
101253107	K4CJ61
101253123	K4AWT8
101253126	K4AXY5
101253145	B1N667
101253169	K4DHP7
101253176	K4BMY8
101253198	K4C737
101253226	K4CVH9
101253232	E0YCS4
101253256	K4BDT6
101253268	K4DHC7
101253269	K4APW3
101253271	K4BKD8
101253283	K4BWL3
101253288	K4C0I4
101253298	K4CBW5
101253302	K4CGN0
101253310	K4ASA5
101253324	K4CXU9
101253329	K4D181
101253339	K4D520
101253341	K4BAG0
101253366	K4BMF0
101253380	K4C2T0
101253407	Q9LWA3
101253412	K4AV64
101253413	K4CQ20
101253414	K4AVT4
101253419	K4CUS2
101253423	K4AYT1
101253426	K4CW41
101253428	K4B102
101253441	K4BC65
101253442	Q9FYX1
101253452	K4D9W7
101253461	K4DFH3
101253468	K4DH15
101253469	K4BM91
101253473	K4BQH0
101253483	K4BXA4
101253497	Q56R04
101253512	K4CLN4
101253514	K4CPC4
101253532	K4AZP4
101253533	K4AZZ0
101253534	K4B2Y6
101253540	K4D1Q1
101253542	K4B5H6
101253544	K4D300
101253546	K4D4A2
101253565	K4DE23
101253582	K4BUX1
101253589	K4BYW1
101253597	K4C8F8
101253614	K4ASC1
101253628	K4CXU8
101253634	K4CZQ2
101253639	K4D2C4
101253651	K4D7N2
101253654	K4B700
101253659	K4DAX1
101253662	K4DBE1
101253663	K4BEG6
101253666	K7WCI9
101253667	K4DD60
101253679	K4BPC9
101253694	K4C852
101253707	K4CJ63
101253716	K4CT72
101253718	K4AXY8
101253722	K4AZ77
101253726	K4B103
101253748	K4D8F3
101253756	P15721
101253764	K4DHC5
101253770	K4BQG9
101253775	K4BT18
101253782	K4BXZ9
101253787	K4C1V8
101253818	K4ASY4
101253825	K4AXE7
101253830	K4AZI7
101253831	K4AZZ1
101253833	K4B2L1
101253845	K4D3M6
101253862	K4BDU0
101253870	K4DF37
101253877	K4BN25
101253881	K4BK34
101253889	K4BUX2
101253895	K4BXN1
101253897	K4BYW3
101253904	Q5GA61
101253930	K4CSX3
101253936	K4CVN3
101253938	K4B0M7
101253940	K4CYL4
101253942	K4CXA5
101253945	K4D0G2
101253965	K4D914
101253972	K4DBE3
101253984	K4DGP6
101254005	K4CBJ8
101254019	K4CPN8
101254025	K4CQ17
101254027	K4AWT4
101254034	K4CW46
101254038	K4CY56
101254048	Q9FYX3
101254050	K4B9D4
101254052	K4B888
101254056	K4D8F5
101254074	K4DH10
101254078	K4BQG8
101254080	K4BNK9
101254089	K4BY00
101254097	K4C0H2
101254111	K4CHY3
101254123	K4CR14
101254131	K4AYF7
101254135	K4B2L3
101254139	K4B3R7
101254143	K4B4V0
101254146	K4D303
101254148	K4BDG5
101254152	K4BBU9
101254153	G1DEX3
101254168	K4DCT7
101254179	K4DI04
101254181	K4APX3
101254184	K4BKD4
101254196	K4BV89
101254198	K4BVV3
101254201	K4BXN3
101254204	K4C2S8
101254223	K4CM20
101254238	K4CVN4
101254241	K4B104
101254244	K4CXD2
543525,101253944,101254245	O24011
101254258	K4BAF4
101254321	K4CLP0
101254332	K4AXZ1
101254335	K4AYT9
101254347	K4D2P9
101254351	Q9FYX4
101254354	K4B8G7
101254357	K4B692
101254378	K4BT25
101254385	K4BY01
101254390	K4C3F2
101254392	K4C668
101254394	K4C9U3
101254412	K4CMQ1
101254419	K4CTS9
101254422	K4AYF5
101254426	K4CX24
101254444	K4BA53
101254451	K4DAK8
101254465	K4BN23
101254467	K4BL12
101254468	K4BKQ2
101254471	K4BK32
101254479	K4BU67
101254492	K4C1J3
101254513	K4ASB8
101254516	K4CRE0
101254518	K4CQD0
101254525	K4AWT3
101254530	K4CVN5
101254550	K4BD66
101254552	K4D5R1
101254555	K4D740
101254567	K4BEH0
101254569	K4BEW7
101254577	K4DG16
101254582	K4BLR9
101254603	K4CAH3
101254605	K4CBK1
101254606	K4CBW8
101254610	K4CFD1
101254611	K4CE40
101254613	K4CHN7
101254615	K4CGZ8
101254620	J7EN99
101254622	O65834
101254623	K4CNM8
101254656	K4B8Q6
101254669	K4DFI2
101254670	K4BIZ4
101254682	K4BNR0
101254686	K4BT26
101254692	K4BY02
101254738	K4B2L5
101254745	Q96477
101254752	K4BBH4
101254758	K4B6L3
101254767	K4DE74
101254772	K4DI02
101254774	K4APX9
101254788	K4BUX7
101254799	K4C1J0
101254806	K4C9D8
101254808	K4C8F0
101254840	K4B0N3
101254842	K4CYJ3
101254846	K4B298
101254854	K4D2D0
101254861	K4D742
101254875	K4DCF7
101254895	K4BTI4
101254900	Q84XK9
101254909	K4CAH0
101254912	K4CBX1
101254938	K4AXZ5
101254965	K4B800
101254968	K4D8R7
101254971	K4DA85
101254979	K4BIZ5
101255013	K4CI86
101255014	K4CIU6
101255025	K4CQN7
101255026	K4CQC9
101255033	K4AZL9
101255035	K4CX22
101255037	K4CX70
101255057	K4D7Q5
101255066	K4DCU0
101255074	K4NPL2
101255076	K4DI01
101255084	K4BP05
101255098	K4C2S4
101255105	K4C5W4
101255117	K4CEY6
101255126	K4CR95
101255133	K4CUD9
101255135	K4AYV8
101255136	A0A0H2UIA1
101255143	K4B1Z2
101255163	K4B7N4
101255172	K4DCG0
101255178	K4DFI3
101255191	K4BND1
101255194	K4BTI5
101255201	K4C3S4
101255209	K4CA71
101255226	O65836
101255236	K4CT86
101255250	K4AZ68
101255263	K4D8G8
101255285	K4BKC9
101255295	K4BXB1
101255300	K4C1V1
101255303	G9HPV5
101255321	K4CPB7
101255334	K4CVF4
101255347	K4BDG0
101255351	K4BCV0
101255355	K4D624
101255368	K4DCU1
101255369	K4DD70
101255372	K4DE79
101255376	K4BJD5
101255383	K4BK29
101255390	K4BU72
101255392	K4BV95
101255401	K4C1I8
101255405	K4C537
101255416	K4CGD2
101255420	Q71BH1
101255423	K4CR93
101255437	K4CXD4
101255438	K4B2Z1
101255468	O48625
101255475	K4BIB5
101255486	K4BPB4
101255501	K4C7R3
101255534	K4CV45
101255538	K4B1A9
101255560	K4BE54
101255579	K4BQ16
101255592	K4BZR4
101255596	K4C0D4
101255600	K4C9T0
101255609	K4CI88
101255613	K4CM31
101255621	K4CQN5
101255622	K4CQC7
101255646	K4BD62
101255649	K4D4P5
101255656	K4D7Q9
101255666	Q9M728
101255667	K4BFU0
101255669	K4DE82
101255676	K4DHP0
101255677	K4BKP7
101255712	K4CGC8
101255724	K4CRN6
101255734	K4CVP2
101255735	K4CW53
101255758	K4B684
101255765	K4DBF3
101255767	K4DC27
101255773	K4BGV0
101255780	K4BLE0
101255793	K4C131
101255805	K4CBK7
101255818	K4CNA5
101255829	K4CVG6
101255835	K4B1B2
101255839	K4CZF3
101255850	K4D5E9
101255856	K4B6L0
101255867	K4BN12
101255881	K4BRF5
101255883	K4BWM4
101255891	K4C3G1
101255895	K4C7D9
101255898	K4CB86
101255904	K4CIV0
101255915	K4CQC6
101255923	K4AZZ8
101255928	K4CYI5
101255948	K4B9R3
101255954	K4D938
101255970	K4DG09
101255972	K4BJP7
101255975	K4DHN9
101255981	K4BPL8
101255984	K4BRT2
101255988	K4BV98
101256005	K4C935
101256014	K4CFP9
101256028	K4CRF6
101256043	K4D0C8
101256046	K4D1R3
101256056	K4B7M3
101256083	K4BSD9
101256090	K4C261
101256096	K4C8M8
101256100	K4CBK8
101256108	K4CGL1
101256112	K4CNA4
101256114	K4ASX2
101256121	K4AY07
101256123	K4CV42
101256124	K4AYG3
101256130	K4CXU0
101256131	P27525
101256136	K4CZF2
101256143	K4D3B4
101256156	K4B6K9
101256158	K4DA90
101256183	K4BZR6
101256193	K4CB87
101256213	K4CQN3
101256225	K4CY49
101256232	K4D2D4
101256239	G3K2M5
101256245	Q0PY35
101256249	K4D939
101256266	K4DG08
101256267	K4BIZ8
101256283	K4BYE9
101256286	K4C2F8
101256292	K4C5X1
101256299	K4C6N5
101256312	K4CLP6
101256324	K4AWS3
101256340	K4D4B9
101256343	K4D5S0
101256348	K4B672
101256349	K4D9Y0
101256368	K4BM20
101256372	K4BPB1
101256389	K4C7Q8
101256399	K4CGZ3
101256401	K4CI90
101256421	K4CXT8
101256449	K4D8H6
101256475	K4BNT0
101256481	K4BVJ9
101256499	B6GVA2
101256499	K4CB89
101256509	K4CMN0
101256520	K4CVP8
101256552	K4D9L7
101256557	K4BDV0
101256570	K4BIZ9
101256574	K4DHN4
101256584	K4BVA2
101256588	K4BYF1
101256596	K4C9C7
101256601	K4CAG3
101256609	K4CII8
101256614	K4CNA3
101256629	P27524
101256641	K4BB47
101256642	K4D5S1
101256645	K4B671
101256646	K4D9Y1
101256647	K4B9R4
101256694	K4CJP8
101256695	K4CKL5
101256709	K4AYG5
101256712	K4B113
101256714	K4B1N0
101256723	K4D140
101256736	K4B9Q9
101256747	K4DCU4
101256764	K4BNR7
101256769	K4BU77
101256774	K4BWZ7
101256776	K4BYY7
101256779	K4C1U5
101256786	K4CG09
101256799	K4CRF7
101256811	K4CYI2
101256813	K4CX83
101256827	K4D4Q0
101256829	K4BAE1
101256844	K4BDV1
101256867	K4BST2
101256870	K4BTI9
101256872	K4BVA4
101256886	K4CA50
101247403,101256892	K4CAX7
101256906	K4AT86
101256918	K4AY12
101256924	K4D0C2
101256948	K4DCH0
101256955	K4BIA5
101256964	K4BPA9
101256968	K4BT41
101256979	Q56R03
101256985	K4CBL3
101256993	K4CI92
101256995	K4CL86
101257003	K4AV84
101257028	K4B5M9
101257034	K4BA40
101257041	K4DA92
101257054	K4BN07
101257060	K4BQE8
101257062	K4BNZ9
