_id,GO,EVIDENCE,ONTOLOGY
289,GO:0050999,IEA,BP
289,GO:0010187,IEA,BP
289,GO:0005730,IEA,CC
289,GO:0046209,IEA,BP
289,GO:0051082,IEA,MF
289,GO:0009651,IEA,BP
289,GO:0005739,IEA,CC
289,GO:0045040,IEA,BP
289,GO:0005618,IEA,CC
289,GO:0050794,IEA,BP
291,GO:0050896,IEA,BP
291,GO:0044444,IEA,CC
291,GO:0005515,IEA,MF
291,GO:0005618,IEA,CC
292,GO:0010105,IEA,BP
292,GO:0046777,IEA,BP
292,GO:0005789,IEA,CC
292,GO:0009686,IEA,BP
292,GO:0004713,IEA,MF
292,GO:0048510,IEA,BP
292,GO:0005524,IEA,MF
292,GO:0004674,IEA,MF
292,GO:2000069,IEA,BP
292,GO:2000035,IEA,BP
292,GO:0071281,IEA,BP
292,GO:0009750,IEA,BP
292,GO:0010182,IEA,BP
292,GO:0009744,IEA,BP
292,GO:0005515,IEA,MF
293,GO:0007165,IEA,BP
293,GO:0005789,IEA,CC
293,GO:0009686,IEA,BP
293,GO:0009744,IEA,BP
293,GO:0046777,IEA,BP
293,GO:2000035,IEA,BP
293,GO:0005524,IEA,MF
293,GO:0009750,IEA,BP
293,GO:2000069,IEA,BP
293,GO:0048510,IEA,BP
293,GO:0071281,IEA,BP
293,GO:0071310,IEA,BP
293,GO:0004713,IEA,MF
293,GO:0005515,IEA,MF
293,GO:0009723,IEA,BP
293,GO:0004674,IEA,MF
294,GO:0005886,IEA,CC
294,GO:0071456,IEA,BP
294,GO:0003700,IEA,MF
294,GO:0005634,IEA,CC
294,GO:0070483,IEA,BP
294,GO:0034059,IEA,BP
294,GO:0009873,IEA,BP
294,GO:0003677,IEA,MF
294,GO:0006355,IEA,BP
295,GO:0031146,IEA,BP
295,GO:0050832,IEA,BP
295,GO:0009909,IEA,BP
295,GO:0019005,IEA,CC
295,GO:0010118,IEA,BP
295,GO:0009867,IEA,BP
295,GO:0009641,IEA,BP
295,GO:0010218,IEA,BP
295,GO:0009861,IEA,BP
295,GO:0042742,IEA,BP
295,GO:0005515,IEA,MF
295,GO:0009625,IEA,BP
295,GO:0031348,IEA,BP
296,GO:0046394,IEA,BP
296,GO:0006520,IEA,BP
296,GO:0046820,IEA,MF
296,GO:0009507,IEA,CC
296,GO:0016833,IEA,MF
296,GO:0046417,IEA,BP
296,GO:0009396,IEA,BP
297,GO:0010154,IEA,BP
297,GO:0048046,IEA,CC
297,GO:0005618,IEA,CC
297,GO:0005887,IEA,CC
297,GO:0080086,IEA,BP
297,GO:0006073,IEA,BP
297,GO:0004553,IEA,MF
297,GO:0009831,IEA,BP
297,GO:0010087,IEA,BP
297,GO:0016762,IEA,MF
298,GO:0007568,IEA,BP
298,GO:0009741,IEA,BP
298,GO:0009409,IEA,BP
298,GO:0016762,IEA,MF
298,GO:0005886,IEA,CC
298,GO:0009733,IEA,BP
298,GO:0009612,IEA,BP
298,GO:0048046,IEA,CC
298,GO:0009828,IEA,BP
298,GO:0005737,IEA,CC
298,GO:0009740,IEA,BP
298,GO:0006073,IEA,BP
298,GO:0009408,IEA,BP
298,GO:0004553,IEA,MF
298,GO:0009505,IEA,CC
299,GO:0048046,IEA,CC
299,GO:0006073,IEA,BP
299,GO:0009507,IEA,CC
299,GO:0009505,IEA,CC
299,GO:0009733,IEA,BP
299,GO:0016762,IEA,MF
299,GO:0009506,IEA,CC
299,GO:0009612,IEA,BP
299,GO:0009414,IEA,BP
299,GO:0004553,IEA,MF
299,GO:0016020,IEA,CC
299,GO:0009645,IEA,BP
299,GO:0009826,IEA,BP
300,GO:0009408,IEA,BP
300,GO:0009741,IEA,BP
300,GO:0004553,IEA,MF
300,GO:0009612,IEA,BP
300,GO:0016762,IEA,MF
300,GO:0006073,IEA,BP
300,GO:0048046,IEA,CC
300,GO:0005618,IEA,CC
300,GO:0009664,IEA,BP
300,GO:0009409,IEA,BP
300,GO:0009733,IEA,BP
301,GO:0003700,IEA,MF
301,GO:0003677,IEA,MF
301,GO:0009751,IEA,BP
301,GO:0043424,IEA,MF
301,GO:0009867,IEA,BP
301,GO:0005634,IEA,CC
301,GO:0009611,IEA,BP
301,GO:0009416,IEA,BP
301,GO:0009744,IEA,BP
301,GO:0009788,IEA,BP
301,GO:0006355,IEA,BP
301,GO:0009507,IEA,CC
301,GO:0008361,IEA,BP
301,GO:0009620,IEA,BP
301,GO:0001666,IEA,BP
301,GO:0009414,IEA,BP
302,GO:0006979,IEA,BP
302,GO:0009908,IEA,BP
302,GO:0004674,IEA,MF
302,GO:0043622,IEA,BP
302,GO:0004713,IEA,MF
302,GO:0048046,IEA,CC
302,GO:0000910,IEA,BP
302,GO:0005524,IEA,MF
302,GO:0046777,IEA,BP
302,GO:0005886,IEA,CC
303,GO:0001887,IEA,BP
303,GO:0003962,IEA,MF
303,GO:0030170,IEA,MF
303,GO:0009570,IEA,CC
303,GO:0009086,IEA,BP
304,GO:0006631,IEA,BP
304,GO:0010327,IEA,MF
304,GO:0009821,IEA,BP
304,GO:0047203,IEA,MF
305,GO:0004722,IEA,MF
305,GO:0010161,IEA,BP
305,GO:0009506,IEA,CC
305,GO:0005886,IEA,CC
305,GO:0006470,IEA,BP
305,GO:0005634,IEA,CC
306,GO:0006355,IEA,BP
306,GO:0005634,IEA,CC
306,GO:0008270,IEA,MF
306,GO:0003677,IEA,MF
306,GO:0005829,IEA,CC
306,GO:0035064,IEA,MF
307,GO:0010200,IEA,BP
307,GO:0009409,IEA,BP
307,GO:0003677,IEA,MF
307,GO:0003700,IEA,MF
307,GO:0045893,IEA,BP
308,GO:0010039,IEA,BP
308,GO:0005381,IEA,MF
308,GO:0015103,IEA,MF
308,GO:0015691,IEA,BP
308,GO:0005384,IEA,MF
308,GO:0006828,IEA,BP
308,GO:0006909,IEA,BP
308,GO:0042742,IEA,BP
308,GO:0005802,IEA,CC
308,GO:0012506,IEA,CC
308,GO:0034755,IEA,BP
308,GO:0032010,IEA,CC
308,GO:0015692,IEA,BP
308,GO:0006879,IEA,BP
308,GO:0010043,IEA,BP
308,GO:0009506,IEA,CC
308,GO:2000379,IEA,BP
308,GO:0009624,IEA,BP
308,GO:0005774,IEA,CC
309,GO:0009926,IEA,BP
309,GO:0042742,IEA,BP
309,GO:0048765,IEA,BP
309,GO:0034220,IEA,BP
309,GO:0071281,IEA,BP
309,GO:0052544,IEA,BP
309,GO:0046915,IEA,MF
309,GO:0016020,IEA,CC
309,GO:0050832,IEA,BP
309,GO:0031348,IEA,BP
309,GO:0009651,IEA,BP
309,GO:0010119,IEA,BP
309,GO:0009789,IEA,BP
309,GO:0022890,IEA,MF
309,GO:0000041,IEA,BP
309,GO:0002237,IEA,BP
309,GO:0009753,IEA,BP
309,GO:0005515,IEA,MF
309,GO:0010150,IEA,BP
309,GO:0001736,IEA,BP
309,GO:0009408,IEA,BP
309,GO:0009873,IEA,BP
310,GO:0031177,IEA,MF
310,GO:0009570,IEA,CC
310,GO:0009941,IEA,CC
310,GO:0000036,IEA,MF
310,GO:0005829,IEA,CC
310,GO:0009416,IEA,BP
310,GO:0006633,IEA,BP
310,GO:0048037,IEA,MF
311,GO:0019898,IEA,CC
311,GO:0015979,IEA,BP
311,GO:0009654,IEA,CC
311,GO:0009543,IEA,CC
311,GO:0030095,IEA,CC
311,GO:0005509,IEA,MF
311,GO:0009570,IEA,CC
311,GO:0048046,IEA,CC
312,GO:0009506,IEA,CC
312,GO:0005774,IEA,CC
312,GO:0009570,IEA,CC
312,GO:0006970,IEA,BP
312,GO:0005886,IEA,CC
312,GO:0009414,IEA,BP
312,GO:0009639,IEA,BP
312,GO:0016121,IEA,BP
312,GO:0045549,IEA,MF
312,GO:0016124,IEA,BP
313,GO:0005515,IEA,MF
313,GO:0000166,IEA,MF
313,GO:0048507,IEA,BP
313,GO:0003676,IEA,MF
313,GO:0045836,IEA,BP
313,GO:0045927,IEA,BP
314,GO:0009555,IEA,BP
314,GO:0052691,IEA,MF
314,GO:0005618,IEA,CC
314,GO:0016760,IEA,MF
314,GO:0000138,IEA,CC
314,GO:0009651,IEA,BP
314,GO:0033356,IEA,BP
314,GO:0009832,IEA,BP
314,GO:0046686,IEA,BP
314,GO:0005515,IEA,MF
314,GO:0008466,IEA,MF
314,GO:0030244,IEA,BP
314,GO:0009506,IEA,CC
314,GO:0005774,IEA,CC
314,GO:0022626,IEA,CC
315,GO:0048513,IEA,BP
315,GO:0009908,IEA,BP
315,GO:2000022,IEA,BP
315,GO:2000031,IEA,BP
315,GO:0005515,IEA,MF
315,GO:0009817,IEA,BP
315,GO:0031347,IEA,BP
315,GO:0009627,IEA,BP
315,GO:0005634,IEA,CC
315,GO:0009816,IEA,BP
316,GO:0005829,IEA,CC
316,GO:0016020,IEA,CC
316,GO:0005739,IEA,CC
316,GO:0005507,IEA,MF
316,GO:0006104,IEA,BP
316,GO:0003878,IEA,MF
316,GO:0006099,IEA,BP
316,GO:0046686,IEA,BP
316,GO:0006105,IEA,BP
316,GO:0004775,IEA,MF
316,GO:0005618,IEA,CC
316,GO:0004776,IEA,MF
316,GO:0000166,IEA,MF
317,GO:0008783,IEA,MF
317,GO:0050832,IEA,BP
317,GO:0009309,IEA,BP
317,GO:0050897,IEA,MF
317,GO:0006527,IEA,BP
317,GO:0009507,IEA,CC
317,GO:0006560,IEA,BP
317,GO:0006591,IEA,BP
317,GO:0042742,IEA,BP
317,GO:0006570,IEA,BP
317,GO:0009445,IEA,BP
317,GO:0005739,IEA,CC
317,GO:0004053,IEA,MF
318,GO:0005982,IEA,BP
318,GO:0009911,IEA,BP
318,GO:0009941,IEA,CC
318,GO:0006096,IEA,BP
318,GO:0004347,IEA,MF
318,GO:0006094,IEA,BP
318,GO:0009570,IEA,CC
318,GO:0005829,IEA,CC
319,GO:0009926,IEA,BP
319,GO:2000037,IEA,BP
319,GO:0010227,IEA,BP
319,GO:0000187,IEA,BP
319,GO:0000165,IEA,BP
319,GO:0046777,IEA,BP
319,GO:0010120,IEA,BP
319,GO:0009862,IEA,BP
319,GO:0045893,IEA,BP
319,GO:0009873,IEA,BP
319,GO:0004708,IEA,MF
319,GO:0009693,IEA,BP
319,GO:0005515,IEA,MF
319,GO:0005737,IEA,CC
319,GO:0004674,IEA,MF
319,GO:0009651,IEA,BP
319,GO:0042742,IEA,BP
319,GO:0030295,IEA,MF
319,GO:0005634,IEA,CC
319,GO:0009611,IEA,BP
319,GO:0002229,IEA,BP
319,GO:0005524,IEA,MF
319,GO:0004713,IEA,MF
319,GO:2000038,IEA,BP
320,GO:0009651,IEA,BP
320,GO:0009611,IEA,BP
320,GO:0005515,IEA,MF
320,GO:0005886,IEA,CC
320,GO:0008595,IEA,BP
320,GO:0009866,IEA,BP
320,GO:0005737,IEA,CC
320,GO:0042542,IEA,BP
320,GO:0004708,IEA,MF
320,GO:0009864,IEA,BP
320,GO:0004707,IEA,MF
320,GO:0009631,IEA,BP
320,GO:0005524,IEA,MF
320,GO:0009814,IEA,BP
320,GO:0004713,IEA,MF
320,GO:0000165,IEA,BP
320,GO:0009414,IEA,BP
320,GO:0002237,IEA,BP
320,GO:0000187,IEA,BP
320,GO:0048856,IEA,BP
320,GO:0030154,IEA,BP
321,GO:0010120,IEA,BP
321,GO:0045893,IEA,BP
321,GO:2000037,IEA,BP
321,GO:0009873,IEA,BP
321,GO:0009693,IEA,BP
321,GO:0004708,IEA,MF
321,GO:0002229,IEA,BP
321,GO:0042742,IEA,BP
321,GO:0004713,IEA,MF
321,GO:0005524,IEA,MF
321,GO:0000187,IEA,BP
321,GO:0030295,IEA,MF
321,GO:0046777,IEA,BP
321,GO:0005634,IEA,CC
321,GO:2000038,IEA,BP
321,GO:0009926,IEA,BP
321,GO:0005515,IEA,MF
321,GO:0010227,IEA,BP
321,GO:0009651,IEA,BP
321,GO:0009862,IEA,BP
321,GO:0004674,IEA,MF
321,GO:0005737,IEA,CC
321,GO:0009611,IEA,BP
322,GO:0005634,IEA,CC
322,GO:0000775,IEA,CC
323,GO:0042807,IEA,CC
323,GO:0009705,IEA,CC
323,GO:0015204,IEA,MF
323,GO:0005886,IEA,CC
323,GO:0015200,IEA,MF
323,GO:0006833,IEA,BP
323,GO:0015250,IEA,MF
323,GO:0005783,IEA,CC
323,GO:0000326,IEA,CC
323,GO:0009941,IEA,CC
323,GO:0009505,IEA,CC
323,GO:0015840,IEA,BP
323,GO:0009740,IEA,BP
323,GO:0043674,IEA,CC
323,GO:0080170,IEA,BP
323,GO:0042742,IEA,BP
323,GO:0030104,IEA,BP
323,GO:0009506,IEA,CC
324,GO:0004713,IEA,MF
324,GO:0010540,IEA,BP
324,GO:0009925,IEA,CC
324,GO:0005515,IEA,MF
324,GO:0006468,IEA,BP
324,GO:0005730,IEA,CC
324,GO:0005737,IEA,CC
324,GO:0005524,IEA,MF
324,GO:0004674,IEA,MF
325,GO:0005618,IEA,CC
325,GO:0009611,IEA,BP
325,GO:0050832,IEA,BP
325,GO:0004867,IEA,MF
326,GO:0009611,IEA,BP
326,GO:0004867,IEA,MF
327,GO:0004867,IEA,MF
327,GO:0050830,IEA,BP
327,GO:0050832,IEA,BP
328,GO:0006950,IEA,BP
329,GO:0035293,IEA,BP
329,GO:0009306,IEA,BP
329,GO:0035050,IEA,BP
329,GO:0048081,IEA,BP
329,GO:0007264,IEA,BP
329,GO:0007029,IEA,BP
329,GO:0005886,IEA,CC
329,GO:0005525,IEA,MF
329,GO:0005811,IEA,CC
329,GO:0005829,IEA,CC
329,GO:0009507,IEA,CC
329,GO:0050774,IEA,BP
329,GO:0005783,IEA,CC
329,GO:0006886,IEA,BP
329,GO:0006888,IEA,BP
330,GO:0055114,IEA,BP
330,GO:0042538,IEA,BP
330,GO:0020037,IEA,MF
330,GO:0006979,IEA,BP
330,GO:0005634,IEA,CC
330,GO:0009505,IEA,CC
330,GO:0009506,IEA,CC
330,GO:0009269,IEA,BP
330,GO:0005783,IEA,CC
330,GO:0009409,IEA,BP
330,GO:0004601,IEA,MF
331,GO:0009611,IEA,BP
331,GO:0009409,IEA,BP
331,GO:0006979,IEA,BP
331,GO:0009651,IEA,BP
331,GO:0008792,IEA,MF
331,GO:0009753,IEA,BP
331,GO:0048316,IEA,BP
331,GO:0080167,IEA,BP
331,GO:0008295,IEA,BP
331,GO:0006527,IEA,BP
331,GO:0009737,IEA,BP
331,GO:0009446,IEA,BP
332,GO:0005982,IEA,BP
332,GO:0005829,IEA,CC
332,GO:0046686,IEA,BP
332,GO:0009409,IEA,BP
332,GO:0005886,IEA,CC
332,GO:0016157,IEA,MF
332,GO:0006970,IEA,BP
332,GO:0080165,IEA,BP
332,GO:0005773,IEA,CC
332,GO:0005986,IEA,BP
332,GO:0009413,IEA,BP
332,GO:0010431,IEA,BP
332,GO:0001666,IEA,BP
332,GO:0009506,IEA,CC
332,GO:0009505,IEA,CC
333,GO:0004867,IEA,MF
334,GO:0009506,IEA,CC
334,GO:0050794,IEA,BP
334,GO:0010286,IEA,BP
334,GO:0009744,IEA,BP
334,GO:0009751,IEA,BP
334,GO:0009750,IEA,BP
334,GO:0009739,IEA,BP
334,GO:0009749,IEA,BP
334,GO:0080167,IEA,BP
335,GO:0046905,IEA,MF
335,GO:0016117,IEA,BP
335,GO:0016767,IEA,MF
335,GO:0009507,IEA,CC
336,GO:0048046,IEA,CC
336,GO:0005635,IEA,CC
336,GO:0009742,IEA,BP
336,GO:0005739,IEA,CC
336,GO:0046686,IEA,BP
336,GO:0005524,IEA,MF
336,GO:0019904,IEA,MF
336,GO:0005618,IEA,CC
336,GO:0005886,IEA,CC
336,GO:0009570,IEA,CC
336,GO:0005829,IEA,CC
336,GO:0009506,IEA,CC
336,GO:0045309,IEA,MF
336,GO:0005774,IEA,CC
337,GO:0015979,IEA,BP
337,GO:0009840,IEA,CC
337,GO:0009658,IEA,BP
337,GO:0006508,IEA,BP
337,GO:0004252,IEA,MF
337,GO:0009534,IEA,CC
337,GO:0042802,IEA,MF
337,GO:0009941,IEA,CC
338,GO:0006779,IEA,BP
338,GO:0048046,IEA,CC
338,GO:0008483,IEA,MF
338,GO:0009416,IEA,BP
338,GO:0042286,IEA,MF
338,GO:0009941,IEA,CC
338,GO:0030170,IEA,MF
338,GO:0009570,IEA,CC
339,GO:0010170,IEA,CC
339,GO:0009570,IEA,CC
339,GO:0030931,IEA,CC
339,GO:0048046,IEA,CC
339,GO:0005978,IEA,BP
339,GO:0048573,IEA,BP
339,GO:0019252,IEA,BP
339,GO:0009941,IEA,CC
339,GO:0008878,IEA,MF
340,GO:0009651,IEA,BP
340,GO:0005773,IEA,CC
340,GO:0005829,IEA,CC
340,GO:0006508,IEA,BP
340,GO:0004190,IEA,MF
340,GO:0012501,IEA,BP
340,GO:0006629,IEA,BP
340,GO:0005783,IEA,CC
340,GO:0046686,IEA,BP
340,GO:0009506,IEA,CC
341,GO:0004106,IEA,MF
341,GO:0005634,IEA,CC
341,GO:0000162,IEA,BP
341,GO:0009607,IEA,BP
341,GO:0044444,IEA,CC
342,GO:0009506,IEA,CC
342,GO:0051707,IEA,BP
342,GO:0016020,IEA,CC
342,GO:0009505,IEA,CC
343,GO:0005507,IEA,MF
344,GO:0031977,IEA,CC
344,GO:0009637,IEA,BP
344,GO:0009941,IEA,CC
344,GO:0022626,IEA,CC
344,GO:0048046,IEA,CC
344,GO:0016984,IEA,MF
344,GO:0005507,IEA,MF
344,GO:0015977,IEA,BP
344,GO:0010114,IEA,BP
344,GO:0009573,IEA,CC
344,GO:0005515,IEA,MF
344,GO:0005618,IEA,CC
344,GO:0010218,IEA,BP
344,GO:0009409,IEA,BP
344,GO:0009535,IEA,CC
345,GO:0031977,IEA,CC
345,GO:0015977,IEA,BP
345,GO:0010218,IEA,BP
345,GO:0005515,IEA,MF
345,GO:0009941,IEA,CC
345,GO:0005507,IEA,MF
345,GO:0022626,IEA,CC
345,GO:0009573,IEA,CC
345,GO:0005618,IEA,CC
345,GO:0009535,IEA,CC
345,GO:0048046,IEA,CC
345,GO:0009409,IEA,BP
345,GO:0010114,IEA,BP
345,GO:0016984,IEA,MF
345,GO:0009637,IEA,BP
346,GO:0009941,IEA,CC
346,GO:0009637,IEA,BP
346,GO:0030076,IEA,CC
346,GO:0016168,IEA,MF
346,GO:0010287,IEA,CC
346,GO:0005774,IEA,CC
346,GO:0009750,IEA,BP
346,GO:0010114,IEA,BP
346,GO:0010218,IEA,BP
346,GO:0009765,IEA,BP
346,GO:0005739,IEA,CC
346,GO:0009535,IEA,CC
346,GO:0048046,IEA,CC
347,GO:0009535,IEA,CC
347,GO:0016168,IEA,MF
347,GO:0005774,IEA,CC
347,GO:0010114,IEA,BP
347,GO:0009941,IEA,CC
347,GO:0048046,IEA,CC
347,GO:0009750,IEA,BP
347,GO:0030076,IEA,CC
347,GO:0010218,IEA,BP
347,GO:0005739,IEA,CC
347,GO:0009765,IEA,BP
347,GO:0010287,IEA,CC
347,GO:0009637,IEA,BP
348,GO:0009073,IEA,BP
348,GO:0005829,IEA,CC
348,GO:0018920,IEA,BP
348,GO:0003866,IEA,MF
348,GO:0009570,IEA,CC
348,GO:0009423,IEA,BP
349,GO:0009538,IEA,CC
349,GO:0009535,IEA,CC
349,GO:0015979,IEA,BP
349,GO:0010287,IEA,CC
349,GO:0030094,IEA,CC
349,GO:0005515,IEA,MF
349,GO:0009941,IEA,CC
350,GO:0009651,IEA,BP
350,GO:0009817,IEA,BP
350,GO:0044464,IEA,CC
351,GO:0008191,IEA,MF
352,GO:0010193,IEA,BP
352,GO:0005773,IEA,CC
352,GO:0009410,IEA,BP
352,GO:0008015,IEA,BP
352,GO:0044281,IEA,BP
352,GO:0005829,IEA,CC
352,GO:0048609,IEA,BP
352,GO:0042391,IEA,BP
352,GO:0043085,IEA,BP
352,GO:0070050,IEA,BP
352,GO:0051597,IEA,BP
352,GO:0048468,IEA,BP
352,GO:0009579,IEA,CC
352,GO:0006915,IEA,BP
352,GO:0042742,IEA,BP
352,GO:0009416,IEA,BP
352,GO:0046688,IEA,BP
352,GO:0004784,IEA,MF
352,GO:0019226,IEA,BP
352,GO:0044421,IEA,CC
352,GO:0022008,IEA,BP
352,GO:0009570,IEA,CC
352,GO:0045859,IEA,BP
352,GO:0006259,IEA,BP
352,GO:0048513,IEA,BP
352,GO:0055114,IEA,BP
352,GO:0051239,IEA,BP
352,GO:0009058,IEA,BP
352,GO:0019430,IEA,BP
352,GO:0009651,IEA,BP
352,GO:0005777,IEA,CC
352,GO:0048046,IEA,CC
352,GO:0010039,IEA,BP
352,GO:0048519,IEA,BP
352,GO:0005515,IEA,MF
352,GO:0046914,IEA,MF
353,GO:0009651,IEA,BP
353,GO:0005829,IEA,CC
353,GO:0016021,IEA,CC
353,GO:0008553,IEA,MF
353,GO:0006754,IEA,BP
353,GO:0005886,IEA,CC
353,GO:0005774,IEA,CC
353,GO:0006200,IEA,BP
353,GO:0005515,IEA,MF
353,GO:0015991,IEA,BP
353,GO:0009506,IEA,CC
353,GO:0000287,IEA,MF
353,GO:0005524,IEA,MF
354,GO:0004794,IEA,MF
354,GO:0030170,IEA,MF
354,GO:0009097,IEA,BP
355,GO:0007600,IEA,BP
355,GO:0010244,IEA,BP
355,GO:0009785,IEA,BP
355,GO:0009789,IEA,BP
355,GO:0009845,IEA,BP
355,GO:0003924,IEA,MF
355,GO:0005525,IEA,MF
355,GO:0009749,IEA,BP
355,GO:0009506,IEA,CC
355,GO:0010027,IEA,BP
355,GO:0009605,IEA,BP
355,GO:0007188,IEA,BP
355,GO:0072593,IEA,BP
355,GO:0010119,IEA,BP
355,GO:0008219,IEA,BP
355,GO:0006571,IEA,BP
355,GO:0001664,IEA,MF
355,GO:0006471,IEA,BP
355,GO:0005095,IEA,MF
355,GO:0001789,IEA,BP
355,GO:0009094,IEA,BP
355,GO:0016247,IEA,MF
355,GO:0051020,IEA,MF
355,GO:0009740,IEA,BP
355,GO:0031683,IEA,MF
355,GO:0009788,IEA,BP
355,GO:0042127,IEA,BP
355,GO:0005789,IEA,CC
355,GO:0005834,IEA,CC
355,GO:0031513,IEA,CC
355,GO:0004871,IEA,MF
356,GO:0009505,IEA,CC
356,GO:0046658,IEA,CC
356,GO:0043169,IEA,MF
356,GO:0005774,IEA,CC
356,GO:0005975,IEA,BP
356,GO:0048046,IEA,CC
356,GO:0009651,IEA,BP
356,GO:0009617,IEA,BP
356,GO:0004553,IEA,MF
356,GO:0009627,IEA,BP
356,GO:0009817,IEA,BP
356,GO:0009409,IEA,BP
356,GO:0005515,IEA,MF
357,GO:0009627,IEA,BP
357,GO:0048046,IEA,CC
357,GO:0009505,IEA,CC
357,GO:0005774,IEA,CC
357,GO:0043169,IEA,MF
357,GO:0009409,IEA,BP
357,GO:0008810,IEA,MF
357,GO:0009817,IEA,BP
357,GO:0005975,IEA,BP
357,GO:0009651,IEA,BP
357,GO:0046658,IEA,CC
357,GO:0005515,IEA,MF
357,GO:0009617,IEA,BP
358,GO:0016117,IEA,BP
358,GO:0009507,IEA,CC
358,GO:0016767,IEA,MF
358,GO:0046905,IEA,MF
360,GO:0009970,IEA,BP
360,GO:0005618,IEA,CC
360,GO:0042744,IEA,BP
360,GO:0009506,IEA,CC
360,GO:0009409,IEA,BP
360,GO:0006995,IEA,BP
360,GO:0022626,IEA,CC
360,GO:0009941,IEA,CC
360,GO:0045454,IEA,BP
360,GO:0010319,IEA,CC
360,GO:0046686,IEA,BP
360,GO:0005515,IEA,MF
360,GO:0008219,IEA,BP
360,GO:0016036,IEA,BP
360,GO:0005773,IEA,CC
360,GO:0009737,IEA,BP
360,GO:0009570,IEA,CC
360,GO:0008340,IEA,BP
360,GO:0020037,IEA,MF
360,GO:0055114,IEA,BP
360,GO:0004096,IEA,MF
360,GO:0050897,IEA,MF
360,GO:0005739,IEA,CC
360,GO:0009648,IEA,BP
360,GO:0005886,IEA,CC
360,GO:0007031,IEA,BP
360,GO:0005777,IEA,CC
360,GO:0048046,IEA,CC
361,GO:0050896,IEA,BP
362,GO:0005975,IEA,BP
362,GO:0004575,IEA,MF
362,GO:0005773,IEA,CC
362,GO:0009611,IEA,BP
362,GO:0009505,IEA,CC
362,GO:0080167,IEA,BP
362,GO:0031219,IEA,MF
362,GO:0004564,IEA,MF
362,GO:0051670,IEA,MF
363,GO:0004075,IEA,MF
363,GO:0022626,IEA,CC
363,GO:0050897,IEA,MF
363,GO:0006552,IEA,BP
363,GO:0005739,IEA,CC
363,GO:0004485,IEA,MF
363,GO:0005524,IEA,MF
364,GO:0009507,IEA,CC
364,GO:0010193,IEA,BP
364,GO:0016165,IEA,MF
364,GO:0009901,IEA,BP
364,GO:0009695,IEA,BP
364,GO:0040007,IEA,BP
364,GO:0055114,IEA,BP
364,GO:0009816,IEA,BP
364,GO:0005515,IEA,MF
364,GO:0009644,IEA,BP
364,GO:0009753,IEA,BP
364,GO:0080086,IEA,BP
364,GO:0005506,IEA,MF
364,GO:0009611,IEA,BP
364,GO:0009620,IEA,BP
364,GO:0009555,IEA,BP
364,GO:0030397,IEA,BP
364,GO:0009737,IEA,BP
365,GO:0008810,IEA,MF
365,GO:0007389,IEA,BP
365,GO:0009624,IEA,BP
365,GO:0005975,IEA,BP
366,GO:0009624,IEA,BP
366,GO:0005975,IEA,BP
366,GO:0007389,IEA,BP
366,GO:0008810,IEA,MF
366,GO:0009507,IEA,CC
366,GO:0042547,IEA,BP
366,GO:0009505,IEA,CC
366,GO:0005886,IEA,CC
367,GO:0010193,IEA,BP
367,GO:0009620,IEA,BP
367,GO:0009555,IEA,BP
367,GO:0005506,IEA,MF
367,GO:0040007,IEA,BP
367,GO:0009753,IEA,BP
367,GO:0009611,IEA,BP
367,GO:0055114,IEA,BP
367,GO:0030397,IEA,BP
367,GO:0009535,IEA,CC
367,GO:0009901,IEA,BP
367,GO:0016165,IEA,MF
367,GO:0009570,IEA,CC
367,GO:0009816,IEA,BP
367,GO:0009695,IEA,BP
367,GO:0009644,IEA,BP
367,GO:0009941,IEA,CC
367,GO:0080027,IEA,BP
367,GO:0080086,IEA,BP
367,GO:0005515,IEA,MF
367,GO:0009737,IEA,BP
368,GO:0005886,IEA,CC
368,GO:0048046,IEA,CC
368,GO:0005773,IEA,CC
368,GO:0046686,IEA,BP
368,GO:0042128,IEA,BP
368,GO:0009535,IEA,CC
368,GO:0009941,IEA,CC
368,GO:0005507,IEA,MF
368,GO:0005739,IEA,CC
368,GO:0004356,IEA,MF
368,GO:0007568,IEA,BP
368,GO:0022626,IEA,CC
368,GO:0009570,IEA,CC
368,GO:0019676,IEA,BP
368,GO:0009651,IEA,BP
368,GO:0005515,IEA,MF
368,GO:0005618,IEA,CC
368,GO:0006542,IEA,BP
368,GO:0009506,IEA,CC
369,GO:0008810,IEA,MF
369,GO:0042547,IEA,BP
369,GO:0007389,IEA,BP
369,GO:0009505,IEA,CC
369,GO:0009507,IEA,CC
369,GO:0009624,IEA,BP
369,GO:0005975,IEA,BP
369,GO:0005886,IEA,CC
370,GO:0006952,IEA,BP
371,GO:0004866,IEA,MF
371,GO:0006950,IEA,BP
371,GO:0044464,IEA,CC
372,GO:0019748,IEA,BP
372,GO:0055114,IEA,BP
372,GO:0042221,IEA,BP
372,GO:0016706,IEA,MF
372,GO:0051707,IEA,BP
373,GO:0000794,IEA,CC
373,GO:0003690,IEA,MF
373,GO:0051106,IEA,BP
373,GO:0042802,IEA,MF
373,GO:0016605,IEA,CC
373,GO:0006312,IEA,BP
373,GO:0043142,IEA,MF
373,GO:0006268,IEA,BP
373,GO:0010332,IEA,BP
373,GO:0007131,IEA,BP
373,GO:0006355,IEA,BP
373,GO:0003697,IEA,MF
373,GO:0008022,IEA,MF
373,GO:0003684,IEA,MF
373,GO:0048471,IEA,CC
